Species;Common name;Order;Family;Status;Status_code;Sizemin;Sizemax;Migratory status;migrant_code;Population trend;Trend_code;Extent of occurrence (km2);Generation length (yrs);SSI_Diet;SSI_Habitat;Neartic;Paleartic;Afrotropical;Neotropical;Indomalayan;Australasian;Oceanic
Enicognathus ferrugineus;Austral Parakeet;Psittaciformes;Psittacidae;Least Concern;1;28;36;altitudinal migrant;2;Stable;2;2010000;6;0.866025404;4;0;0;0;1;0;0;0
Enicognathus leptorhynchus;Slender-billed Parakeet;Psittaciformes;Psittacidae;Least Concern;1;40;40;altitudinal migrant;2;Stable;2;195000;6;1.154700538;4.949747468;0;0;0;1;0;0;0
Enicurus immaculatus;Black-backed Forktail;Passeriformes;Muscicapidae;Least Concern;1;20;25;not a migrant;1;Stable;2;1850000;3.8;2.449489743;4.949747468;0;0;0;0;1;0;0
Enicurus leschenaulti;White-crowned Forktail;Passeriformes;Muscicapidae;Least Concern;1;25;28;not a migrant;1;Stable;2;12600000;3.8;2.449489743;4.949747468;0;1;0;0;1;0;0
Enicurus maculatus;Spotted Forktail;Passeriformes;Muscicapidae;Least Concern;1;26;26;not a migrant;1;Stable;2;6070000;3.8;2.449489743;4;0;1;0;0;1;0;0
Enicurus ruficapillus;Chestnut-naped Forktail;Passeriformes;Muscicapidae;Near Threatened;2;18;20;not a migrant;1;Decreasing;1;3730000;3.8;1.58113883;4.949747468;0;0;0;0;1;0;0
Enicurus schistaceus;Slaty-backed Forktail;Passeriformes;Muscicapidae;Least Concern;1;22;25;not a migrant;1;Stable;2;7180000;3.8;2.449489743;7.071067812;0;1;0;0;1;0;0
Enicurus scouleri;Little Forktail;Passeriformes;Muscicapidae;Least Concern;1;12;14;not a migrant;1;Stable;2;7010000;3.8;2.449489743;4.949747468;0;1;0;0;1;0;0
Enicurus velatus;Sunda Forktail;Passeriformes;Muscicapidae;Least Concern;1;16;16;not a migrant;1;Stable;2;756000;3.8;2.449489743;4.949747468;0;0;0;0;1;0;0
Enodes erythrophris;Fiery-browed Starling;Passeriformes;Sturnidae;Least Concern;1;27;27;not a migrant;1;Decreasing;1;252000;4.1;1.58113883;4.949747468;0;0;0;0;0;0;1
Entomodestes coracinus;Black Solitaire;Passeriformes;Turdidae;Least Concern;1;23;23;altitudinal migrant;2;Decreasing;1;27200;4.3;2.449489743;4.949747468;0;0;0;1;0;0;0
Entomodestes leucotis;White-eared Solitaire;Passeriformes;Turdidae;Least Concern;1;22;24;not a migrant;1;Decreasing;1;544000;4.3;1.154700538;4.949747468;0;0;0;1;0;0;0
Entomyzon albipennis;White-quilled Honeyeater;Passeriformes;Meliphagidae;Least Concern;1;26;32.3;not a migrant;1;Stable;2;1200000;4.9;1.341640786;2.318404624;0;0;0;0;0;1;0
Entomyzon cyanotis;Blue-faced Honeyeater;Passeriformes;Meliphagidae;Least Concern;1;26;32.3;not a migrant;1;Stable;2;3310000;4.9;1;2.318404624;0;0;0;0;0;1;0
Eolophus roseicapilla;Galah;Passeriformes;Cacatuidae;Least Concern;1;35;36;not a migrant;1;Increasing;3;10100000;12.1;3.605551275;2.160246899;0;0;0;0;0;1;1
Eophona migratoria;Chinese Grosbeak;Passeriformes;Fringillidae;Least Concern;1;15;18;full migrant;3;Stable;2;5840000;4.3;1.154700538;3.033150178;0;1;0;0;1;0;0
Eophona personata;Japanese Grosbeak;Passeriformes;Fringillidae;Least Concern;1;18;23;full migrant;3;Stable;2;2470000;4.3;1.154700538;3.033150178;0;1;0;0;1;0;0
Eopsaltria australis;Eastern Yellow Robin;Passeriformes;Petroicidae;Least Concern;1;13.5;17;not a migrant;1;Increasing;3;2380000;6.3;2.449489743;2.160246899;0;0;0;0;0;1;1
Eopsaltria griseogularis;Western Yellow Robin;Passeriformes;Petroicidae;Least Concern;1;13.5;15.5;not a migrant;1;Decreasing;1;1390000;6.3;1.914854216;3.033150178;0;0;0;0;0;1;1
Eos bornea;Red Lory;Psittaciformes;Psittacidae;Least Concern;1;31;31;not a migrant;1;Decreasing;1;135000;6.8;2.449489743;3.033150178;0;0;0;0;0;0;1
Eos histrio;Red-and-blue Lory;Psittaciformes;Psittacidae;Endangered;4;31;31;not a migrant;1;Decreasing;1;2100;7;0.866025404;4.949747468;0;0;0;0;0;0;1
Eos semilarvata;Blue-eared Lory;Psittaciformes;Psittacidae;Least Concern;1;24;24;altitudinal migrant;2;Decreasing;1;930;6.8;2.449489743;4.949747468;0;0;0;0;0;0;1
Eos squamata;Violet-necked Lory;Psittaciformes;Psittacidae;Least Concern;1;27;27;nomadic;4;Stable;2;189000;6.5;1.58113883;3.033150178;0;0;0;0;0;0;1
Ephippiorhynchus asiaticus;Black-necked Stork;Ciconiiformes;Ciconiidae;Near Threatened;2;110;137;not a migrant;1;Decreasing;1;27500000;16.1;1.914854216;2.160246899;0;0;0;0;1;1;1
Ephippiorhynchus senegalensis;Saddlebill;Ciconiiformes;Ciconiidae;Least Concern;1;145;150;not a migrant;1;Decreasing;1;20600000;16.1;1.341640786;2.507132682;0;0;1;0;0;0;0
Ephippiospingus dorsalis;Red-backed Sierra-finch;Passeriformes;Thraupidae;Least Concern;1;15;15;not a migrant;1;Stable;2;287000;3.8;1.914854216;4.949747468;0;0;0;1;0;0;0
Ephippiospingus erythronotus;White-throated Sierra-finch;Passeriformes;Thraupidae;Least Concern;1;16;16;not a migrant;1;Stable;2;142000;3.8;1.914854216;4.949747468;0;0;0;1;0;0;0
Epimachus fastosus;Black Sicklebill;Passeriformes;Paradisaeidae;Least Concern;1;55;55;not a migrant;1;Decreasing;1;417000;7.9;1.154700538;4;0;0;0;0;0;1;1
Epimachus meyeri;Brown Sicklebill;Passeriformes;Paradisaeidae;Least Concern;1;52;52;not a migrant;1;Stable;2;377000;7.9;1.154700538;4.949747468;0;0;0;0;0;1;1
Epinecrophylla amazonica;Eastern Stipple-throated Antwren;Passeriformes;Thamnophilidae;Least Concern;1;10;11;not a migrant;1;Stable;2;824000;4.5;2.449489743;7.071067812;0;0;0;1;0;0;0
Epinecrophylla erythrura;Rufous-tailed Antwren;Passeriformes;Thamnophilidae;Least Concern;1;10;11;not a migrant;1;Stable;2;2000000;4.5;2.449489743;4.949747468;0;0;0;1;0;0;0
Epinecrophylla fulviventris;Checker-throated Antwren;Passeriformes;Thamnophilidae;Least Concern;1;10;11;not a migrant;1;Stable;2;1360000;4.5;2.449489743;4.949747468;0;0;0;1;0;0;0
Epinecrophylla gutturalis;Brown-bellied Antwren;Passeriformes;Thamnophilidae;Near Threatened;2;9.5;10.5;not a migrant;1;Decreasing;1;1210000;8.1;2.449489743;7.071067812;0;0;0;1;0;0;0
Epinecrophylla haematonota;Western Stipple-throated Antwren;Passeriformes;Thamnophilidae;Least Concern;1;10;11;not a migrant;1;Stable;2;2890000;4.5;2.449489743;7.071067812;0;0;0;1;0;0;0
Epinecrophylla hoffmannsi;Eastern Ornate Antwren;Passeriformes;Thamnophilidae;Least Concern;1;9;10;not a migrant;1;Stable;2;1420000;4.5;2.449489743;4;0;0;0;1;0;0;0
Epinecrophylla leucophthalma;White-eyed Antwren;Passeriformes;Thamnophilidae;Least Concern;1;9.5;11;not a migrant;1;Stable;2;3340000;4.5;2.449489743;7.071067812;0;0;0;1;0;0;0
Epinecrophylla ornata;Western Ornate Antwren;Passeriformes;Thamnophilidae;Least Concern;1;9;10;not a migrant;1;Stable;2;2040000;4.5;2.449489743;4;0;0;0;1;0;0;0
Epinecrophylla spodionota;Foothill Antwren;Passeriformes;Thamnophilidae;Least Concern;1;10.5;11;not a migrant;1;Decreasing;1;843000;4.5;2.449489743;4.949747468;0;0;0;1;0;0;0
Epthianura albifrons;White-fronted Chat;Passeriformes;Meliphagidae;Least Concern;1;11;13;not a migrant;1;Increasing;3;5910000;5.8;0.866025404;1.414213562;0;0;0;0;0;1;1
Epthianura aurifrons;Orange Chat;Passeriformes;Meliphagidae;Least Concern;1;11;12;nomadic;4;Stable;2;6700000;5.8;1.154700538;3.033150178;0;0;0;0;0;1;1
Epthianura tricolor;Crimson Chat;Passeriformes;Meliphagidae;Least Concern;1;11;13;full migrant;3;Stable;2;4360000;5.8;0.866025404;2.507132682;0;0;0;0;0;1;1
Eremalauda dunni;Dunn's Lark;Passeriformes;Alaudidae;Least Concern;1;14;15;not a migrant;1;Stable;2;4010000;3.8;1.58113883;4;0;1;1;0;0;0;0
Eremalauda eremodites;Arabian Lark;Passeriformes;Alaudidae;Least Concern;1;14;15;nomadic;4;Stable;2;2280000;3.8;1.58113883;4;0;1;1;0;0;0;0
Eremomela atricollis;Black-necked Eremomela;Passeriformes;Cisticolidae;Least Concern;1;10;11.5;not a migrant;1;Stable;2;1460000;3.6;2.449489743;4.949747468;0;0;1;0;0;0;0
Eremomela badiceps;Rufous-crowned Eremomela;Passeriformes;Cisticolidae;Least Concern;1;10;10;not a migrant;1;Stable;2;6040000;3.6;1.154700538;3.4278273;0;0;1;0;0;0;0
Eremomela canescens;Green-backed Eremomela;Passeriformes;Cisticolidae;Least Concern;1;10;11;not a migrant;1;Stable;2;4070000;3.6;2.449489743;3.033150178;0;0;1;0;0;0;0
Eremomela flavicrissalis;Yellow-vented Eremomela;Passeriformes;Cisticolidae;Least Concern;1;8.5;9;not a migrant;1;Decreasing;1;1820000;3.6;2.449489743;4.949747468;0;0;1;0;0;0;0
Eremomela gregalis;Karoo Eremomela;Passeriformes;Cisticolidae;Least Concern;1;12;12;not a migrant;1;Decreasing;1;600000;3.6;2.449489743;4;0;0;1;0;0;0;0
Eremomela icteropygialis;Yellow-bellied Eremomela;Passeriformes;Cisticolidae;Least Concern;1;9;10;not a migrant;1;Stable;2;25300000;3.6;2.449489743;3.4278273;0;0;1;0;0;0;0
Eremomela pusilla;Senegal Eremomela;Passeriformes;Cisticolidae;Least Concern;1;9.5;9.5;not a migrant;1;Stable;2;3600000;3.6;1.58113883;2.507132682;0;0;1;0;0;0;0
Eremomela scotops;Green-capped Eremomela;Passeriformes;Cisticolidae;Least Concern;1;11;12;not a migrant;1;Stable;2;7350000;3.6;2.449489743;3.4278273;0;0;1;0;0;0;0
Eremomela turneri;Turner's Eremomela;Passeriformes;Cisticolidae;Endangered;4;8.5;9;not a migrant;1;Decreasing;1;2600;3.6;2.449489743;4.949747468;0;0;1;0;0;0;0
Eremomela usticollis;Burnt-necked Eremomela;Passeriformes;Cisticolidae;Least Concern;1;10;11;not a migrant;1;Stable;2;3050000;3.6;2.449489743;3.4278273;0;0;1;0;0;0;0
Eremophila alpestris;Horned Lark;Passeriformes;Alaudidae;Least Concern;1;14;17;full migrant;3;Decreasing;1;140000000;4.5;1.58113883;2.160246899;1;1;0;1;1;0;0
Eremopterix australis;Black-eared Sparrow-lark;Passeriformes;Alaudidae;Least Concern;1;12;13;nomadic;4;Decreasing;1;685000;3.8;1.341640786;4.949747468;0;0;1;0;0;0;0
Eremopterix griseus;Ashy-crowned Sparrow-lark;Passeriformes;Alaudidae;Least Concern;1;11;12;not a migrant;1;Stable;2;4900000;3.8;1.58113883;4;0;0;0;0;1;0;0
Eremopterix hova;Madagascar Lark;Passeriformes;Alaudidae;Least Concern;1;13;13;not a migrant;1;Increasing;3;689000;3.8;1.58113883;4;0;0;1;0;0;0;0
Eremopterix leucotis;Chestnut-backed Sparrow-lark;Passeriformes;Alaudidae;Least Concern;1;12;14;nomadic;4;Stable;2;23500000;3.8;1.914854216;3.4278273;0;0;1;0;0;0;0
Eremopterix nigriceps;Black-crowned Sparrow-lark;Passeriformes;Alaudidae;Least Concern;1;10;11;nomadic;4;Increasing;3;23700000;3.8;1.914854216;7.071067812;0;1;1;0;1;0;0
Eremopterix signatus;Chestnut-headed Sparrow-lark;Passeriformes;Alaudidae;Least Concern;1;11;12;not a migrant;1;Increasing;3;1630000;3.8;1.914854216;4;0;0;1;0;0;0;0
Eremopterix verticalis;Grey-backed Sparrow-lark;Passeriformes;Alaudidae;Least Concern;1;12;13;nomadic;4;Stable;2;4350000;3.8;1.341640786;2.738612788;0;0;1;0;0;0;0
Eriocnemis aline;Emerald-bellied Puffleg;Caprimulgiformes;Trochilidae;Least Concern;1;8;9;not a migrant;1;Decreasing;1;493000;4.2;1.914854216;7.071067812;0;0;0;1;0;0;0
Eriocnemis cupreoventris;Coppery-bellied Puffleg;Caprimulgiformes;Trochilidae;Near Threatened;2;9;10;not a migrant;1;Decreasing;1;111000;4.2;1.914854216;4;0;0;0;1;0;0;0
Eriocnemis derbyi;Black-thighed Puffleg;Caprimulgiformes;Trochilidae;Near Threatened;2;10;10;altitudinal migrant;2;Decreasing;1;39500;4.2;1.914854216;3.4278273;0;0;0;1;0;0;0
Eriocnemis glaucopoides;Blue-capped Puffleg;Caprimulgiformes;Trochilidae;Least Concern;1;9;11;not a migrant;1;Stable;2;198000;4.2;1.914854216;4.949747468;0;0;0;1;0;0;0
Eriocnemis isabellae;Gorgeted Puffleg;Caprimulgiformes;Trochilidae;Critically Endangered;5;8;9;not a migrant;1;Decreasing;1;44;4.2;1.914854216;7.071067812;0;0;0;1;0;0;0
Eriocnemis mirabilis;Colorful Puffleg;Caprimulgiformes;Trochilidae;Endangered;4;8;9;not a migrant;1;Decreasing;1;680;4.2;1.914854216;7.071067812;0;0;0;1;0;0;0
Eriocnemis mosquera;Golden-breasted Puffleg;Caprimulgiformes;Trochilidae;Least Concern;1;12;13;altitudinal migrant;2;Stable;2;104000;4.2;1.914854216;4.949747468;0;0;0;1;0;0;0
Eriocnemis nigrivestis;Black-breasted Puffleg;Caprimulgiformes;Trochilidae;Critically Endangered;5;8;9;not a migrant;1;Decreasing;1;70;4.2;1.914854216;7.071067812;0;0;0;1;0;0;0
Eriocnemis sapphiropygia;Coppery-naped Puffleg;Caprimulgiformes;Trochilidae;Least Concern;1;11;12;not a migrant;1;Stable;2;257000;4.2;1.914854216;4;0;0;0;1;0;0;0
Eriocnemis vestita;Glowing Puffleg;Caprimulgiformes;Trochilidae;Least Concern;1;9;10;not a migrant;1;Stable;2;465000;4.2;1.914854216;3.033150178;0;0;0;1;0;0;0
Erithacus rubecula;European Robin;Passeriformes;Muscicapidae;Least Concern;1;14;14;full migrant;3;Increasing;3;24500000;6;0.40824829;1.802775638;0;1;0;0;0;0;0
Erythrocercus holochlorus;Little Yellow Flycatcher;Passeriformes;Scotocercidae;Least Concern;1;9;9;not a migrant;1;Stable;2;393000;4.2;2.449489743;4.949747468;0;0;1;0;0;0;0
Erythrocercus livingstonei;Livingstone's Flycatcher;Passeriformes;Scotocercidae;Least Concern;1;10;12;not a migrant;1;Stable;2;1870000;4.2;2.449489743;3.4278273;0;0;1;0;0;0;0
Erythrocercus mccallii;Chestnut-capped Flycatcher;Passeriformes;Scotocercidae;Least Concern;1;10;10;not a migrant;1;Decreasing;1;5540000;4.2;2.449489743;3.033150178;0;0;1;0;0;0;0
Erythrogenys erythrocnemis;Black-necklaced Scimitar-babbler;Passeriformes;Timaliidae;Least Concern;1;23;25;not a migrant;1;Increasing;3;33500;5.5;2.449489743;4.949747468;0;0;0;0;1;0;0
Erythrogenys erythrogenys;Rusty-cheeked Scimitar-babbler;Passeriformes;Timaliidae;Least Concern;1;22;26;not a migrant;1;Stable;2;1870000;9.5;1.154700538;4.949747468;0;1;0;0;1;0;0
Erythrogenys gravivox;Black-streaked Scimitar-babbler;Passeriformes;Timaliidae;Least Concern;1;21;25;not a migrant;1;Increasing;3;2340000;6.5;1.58113883;2.738612788;0;1;0;0;1;0;0
Erythrogenys hypoleucos;Large Scimitar-babbler;Passeriformes;Timaliidae;Least Concern;1;26;28;not a migrant;1;Decreasing;1;3470000;5.5;2.449489743;4;0;1;0;0;1;0;0
Erythrogenys mcclellandi;Spot-breasted Scimitar-babbler;Passeriformes;Timaliidae;Least Concern;1;22;23;not a migrant;1;Increasing;3;477000;7.5;1.154700538;4;0;0;0;0;1;0;0
Erythrogenys swinhoei;Grey-sided Scimitar-babbler;Passeriformes;Timaliidae;Least Concern;1;22;24;not a migrant;1;Increasing;3;693000;8.5;2.449489743;4;0;0;0;0;1;0;0
Erythrogonys cinctus;Red-kneed Dotterel;Charadriidae;Charadriiformes;Least Concern;1;17;19.5;not a migrant;1;Stable;2;10300000;5.8;1.58113883;2.738612788;0;0;0;0;0;1;1
Erythropitta arquata;Blue-banded Pitta;Passeriformes;Pittidae;Least Concern;1;15;15;not a migrant;1;Stable;2;509000;4.2;2.449489743;4.949747468;0;0;0;0;1;0;0
Erythropitta celebensis;Sulawesi Pitta;Passeriformes;Pittidae;Least Concern;1;16;18;not a migrant;1;Decreasing;1;431000;4.2;1.154700538;2.738612788;0;0;0;0;1;0;0
Erythropitta erythrogaster;Philippine Pitta;Passeriformes;Pittidae;Least Concern;1;15.4;18;not a migrant;1;Decreasing;1;1010000;4.2;1.154700538;2.738612788;0;0;0;0;1;0;0
Erythropitta gazellae;New Britain Pitta;Passeriformes;Pittidae;Least Concern;1;15;17;not a migrant;1;Decreasing;1;78400;4.2;1.58113883;2.738612788;0;0;0;0;0;1;0
Erythropitta granatina;Garnet Pitta;Passeriformes;Pittidae;Near Threatened;2;15;16;not a migrant;1;Decreasing;1;2300000;4.2;1.154700538;4;0;0;0;0;1;0;0
Erythropitta kochi;Whiskered Pitta;Passeriformes;Pittidae;Near Threatened;2;22;23;not a migrant;1;Decreasing;1;176000;4.2;2.449489743;4;0;0;0;0;1;0;0
Erythropitta macklotii;Papuan Pitta;Passeriformes;Pittidae;Least Concern;1;15;17;not a migrant;1;Decreasing;1;1740000;4.2;1.58113883;2.738612788;0;0;0;0;0;1;0
Erythropitta ussheri;Black-crowned Pitta;Passeriformes;Pittidae;Near Threatened;2;13;16;not a migrant;1;Decreasing;1;81100;4.15;1.58113883;4;0;0;0;0;1;0;0
Erythropitta venusta;Graceful Pitta;Passeriformes;Pittidae;Vulnerable;3;18;18;not a migrant;1;Decreasing;1;200000;4.2;1.58113883;4.949747468;0;0;0;0;1;0;0
Erythrotriorchis radiatus;Red Goshawk;Accipitriformes;Accipitridae;Near Threatened;2;46;61;not a migrant;1;Decreasing;1;4030000;7.6;3.605551275;3.4278273;0;0;0;0;0;1;1
Esacus magnirostris;Beach Thick-knee;Charadriiformes;Burhinidae;Near Threatened;2;51;57;not a migrant;1;Decreasing;1;29800000;10.5;3.605551275;2.318404624;0;0;0;0;1;1;1
Esacus recurvirostris;Great Thick-knee;Charadriiformes;Burhinidae;Near Threatened;2;41.5;54;not a migrant;1;Decreasing;1;10500000;10.5;1.914854216;2.507132682;0;1;0;0;1;0;0
Estrilda astrild;Common Waxbill;Passeriformes;Estrildidae;Least Concern;1;9.5;13;not a migrant;1;Stable;2;21700000;3.6;1.58113883;2.738612788;1;0;1;1;0;0;1
Estrilda atricapilla;Black-headed Waxbill;Passeriformes;Estrildidae;Least Concern;1;10;10.5;not a migrant;1;Stable;2;2700000;3.8;1.58113883;4.949747468;0;0;1;0;0;0;0
Estrilda coerulescens;Lavender Waxbill;Passeriformes;Estrildidae;Least Concern;1;10;10;not a migrant;1;Stable;2;2340000;4.1;0.632455532;3.4278273;1;0;1;0;0;0;0
Estrilda erythronotos;Black-faced Waxbill;Passeriformes;Estrildidae;Least Concern;1;11;12;not a migrant;1;Stable;2;8140000;3.8;1.154700538;4;0;0;1;0;0;0;0
Estrilda kandti;Kandt's Waxbill;Passeriformes;Estrildidae;Least Concern;1;10;10.5;not a migrant;1;Stable;2;502000;3.8;2.449489743;4.949747468;0;0;1;0;0;0;0
Estrilda melpoda;Orange-cheeked Waxbill;Passeriformes;Estrildidae;Least Concern;1;10;10;not a migrant;1;Stable;2;9670000;3.8;1.58113883;2.738612788;1;0;1;1;0;0;0
Estrilda nonnula;Black-crowned Waxbill;Passeriformes;Estrildidae;Least Concern;1;10;10.5;not a migrant;1;Stable;2;2940000;3.8;1.58113883;2.738612788;0;0;1;0;0;0;0
Estrilda paludicola;Fawn-breasted Waxbill;Passeriformes;Estrildidae;Least Concern;1;9;10;not a migrant;1;Stable;2;7530000;3.8;1.58113883;3.4278273;0;0;1;0;0;0;0
Estrilda perreini;Black-tailed Waxbill;Passeriformes;Estrildidae;Least Concern;1;10.5;11;not a migrant;1;Decreasing;1;5910000;3.8;0.866025404;4.949747468;0;0;1;0;0;0;0
Estrilda poliopareia;Anambra Waxbill;Passeriformes;Estrildidae;Near Threatened;2;11;12;not a migrant;1;Stable;2;120000;3.8;1.58113883;3.4278273;0;0;1;0;0;0;0
Estrilda rhodopyga;Crimson-rumped Waxbill;Passeriformes;Estrildidae;Least Concern;1;10;10.5;not a migrant;1;Stable;2;4180000;3.8;1.154700538;2.738612788;0;0;1;0;0;0;0
Estrilda rufibarba;Arabian Waxbill;Passeriformes;Estrildidae;Least Concern;1;10;10;not a migrant;1;Decreasing;1;259000;3.8;2.449489743;4;0;0;1;0;0;0;0
Estrilda thomensis;Cinderella Waxbill;Passeriformes;Estrildidae;Least Concern;1;11;11;not a migrant;1;Decreasing;1;196000;3.8;0.866025404;4.949747468;0;0;1;0;0;0;0
Estrilda troglodytes;Black-rumped Waxbill;Passeriformes;Estrildidae;Least Concern;1;10;10;not a migrant;1;Stable;2;8630000;3.8;1.58113883;4;1;0;1;0;0;0;0
Eubucco aurantiicollis;Flame-throated Barbet;Piciformes;Capitonidae;Least Concern;1;14.5;15.5;not a migrant;1;Decreasing;1;1760000;8.5;1.154700538;4;0;0;0;1;0;0;0
Eubucco bourcierii;Red-headed Barbet;Piciformes;Capitonidae;Least Concern;1;16;16;altitudinal migrant;2;Decreasing;1;1590000;8.5;1.58113883;4.949747468;0;0;0;1;0;0;0
Eubucco richardsoni;Lemon-throated Barbet;Capitonidae;Piciformes;Least Concern;1;15.5;15.5;not a migrant;1;Decreasing;1;1330000;8.5;1.341640786;4;0;0;0;1;0;0;0
Eubucco steerii;Blue-cowled Barbet;Piciformes;Capitonidae;Near Threatened;2;16;16;not a migrant;1;Decreasing;1;96200;8.5;1.341640786;4.949747468;0;0;0;1;0;0;0
Eubucco tucinkae;Scarlet-hooded Barbet;Capitonidae;Piciformes;Least Concern;1;17;17;not a migrant;1;Stable;2;180000;8.5;0.866025404;3.033150178;0;0;0;1;0;0;0
Euchrepomis callinota;Rufous-rumped Antwren;Passeriformes;Thamnophilidae;Least Concern;1;9.5;10.5;not a migrant;1;Decreasing;1;5150000;4.8;2.449489743;4.949747468;0;0;0;1;0;0;0
Euchrepomis humeralis;Chestnut-shouldered Antwren;Passeriformes;Thamnophilidae;Least Concern;1;9.5;10.5;not a migrant;1;Decreasing;1;1610000;4.8;2.449489743;7.071067812;0;0;0;1;0;0;0
Euchrepomis sharpei;Yellow-rumped Antwren;Passeriformes;Thamnophilidae;Endangered;4;9.5;10.5;not a migrant;1;Decreasing;1;52700;4.8;2.449489743;4;0;0;0;1;0;0;0
Euchrepomis spodioptila;Ash-winged Antwren;Passeriformes;Thamnophilidae;Least Concern;1;9.5;10.5;not a migrant;1;Decreasing;1;3030000;4.8;2.449489743;7.071067812;0;0;0;1;0;0;0
Eucometis penicillata;Grey-headed Tanager;Passeriformes;Thraupidae;Least Concern;1;16;17;not a migrant;1;Stable;2;14300000;3.7;1.154700538;2.738612788;0;0;0;1;0;0;0
Eudocimus albus;White Ibis;Pelecaniformes;Threskiornithidae;Least Concern;1;56;71;not a migrant;1;Stable;2;12900000;9.2;1.914854216;4;1;0;0;1;0;0;0
Eudromia elegans;Elegant Crested Tinamou;Struthioniformes;Tinamidae;Least Concern;1;37.5;41;not a migrant;1;Decreasing;1;2140000;6.8;0.866025404;2.507132682;0;0;0;1;0;0;0
Eudromia formosa;Quebracho Crested Tinamou;Struthioniformes;Tinamidae;Least Concern;1;37.5;41;not a migrant;1;Decreasing;1;292000;6.8;2.449489743;4.949747468;0;0;0;1;0;0;0
Eudromias morinellus;Eurasian Dotterel;Charadriiformes;Charadriidae;Least Concern;1;20;22;full migrant;3;Decreasing;1;47400000;6.9;1;3.4278273;1;1;0;0;0;0;0
Eudynamys orientalis;Eastern Koel;Cuculidae;Cuculiformes;Least Concern;1;39;46;full migrant;3;Stable;2;12200000;4.2;1.154700538;2.738612788;0;0;0;0;0;1;0
Eudynamys scolopaceus;Western Koel;Cuculiformes;Cuculidae;Least Concern;1;39;46;full migrant;3;Stable;2;34200000;4.2;1.154700538;2.738612788;0;1;0;0;1;0;1
Eudyptes chrysocome;Southern Rockhopper Penguin;Sphenisciformes;Spheniscidae;Vulnerable;3;51;62;full migrant;3;Decreasing;1;13100000;11.5;1.914854216;3.4278273;0;0;0;0;0;1;0
Eudyptes chrysolophus;Macaroni Penguin;Sphenisciformes;Spheniscidae;Vulnerable;3;70;71;full migrant;3;Decreasing;1;18700000;11.4;1.914854216;2.024845673;0;0;1;1;0;0;1
Eudyptes moseleyi;Northern Rockhopper Penguin;Sphenisciformes;Spheniscidae;Endangered;4;51;62;full migrant;3;Decreasing;1;1840000;9;1.914854216;2.738612788;0;0;1;0;0;0;0
Eudyptes pachyrhynchus;Fiordland Penguin;Sphenisciformes;Spheniscidae;Vulnerable;3;55;71;full migrant;3;Decreasing;1;81800;9.6;1.914854216;3.4278273;0;0;0;0;0;1;1
Eudyptes robustus;Snares Penguin;Sphenisciformes;Spheniscidae;Vulnerable;3;56;73;full migrant;3;Stable;2;15;11.1;1.914854216;4;0;0;0;0;0;1;1
Eudyptes schlegeli;Royal Penguin;Sphenisciformes;Spheniscidae;Near Threatened;2;73;76;not a migrant;1;Stable;2;160;14.1;1.914854216;2.024845673;0;0;0;0;0;1;1
Eudyptes sclateri;Erect-crested Penguin;Sphenisciformes;Spheniscidae;Endangered;4;63;68;full migrant;3;Decreasing;1;1300;11.5;1.58113883;3.4278273;0;0;0;0;0;1;1
