assessmentId,internalTaxonId,scientificName,Common_name,Synonyms_or_previous_lump,Rodent_attributed_IUCN,Article,Article_secondary_same_data,Fishy_Study_Type,Study_type,Predation_type,Text_nests_or_individuals_predated,Percent_nests_or_individuals_predated,Sample_size_nests_monitored,Hypothesis_supported,Predator_and_prey_data,Experiment_control_site_or_spatial_variation,Experiment_sample_size,Sample_size_greater_than_1,Experiment_confounding_variables_included,Experiment_sites_randomly_selected_REMOVE,Experiment_BACI,Study_rodent,Assigned_local_rodent,Study_location,Latitude,Longitude,Study_notes,Check_data_for_meta_analysis,redlistCategory,redlistCriteria,Primary_causes,Rodent_primary,Rodent_only_primary,yearPublished,assessmentDate,criteriaVersion,rationale,habitat,threats,population,populationTrend,range,useTrade,systems,conservationActions,realm,yearLastSeen
92795779,22678955,Coturnix novaezelandiae,New Zealand Quail,,Rattus,"Worthy, T.H. and Holdaway, R.N., 1996. Quaternary fossil faunas, overlapping taphonomies, and palaeofaunal reconstruction in North Canterbury, South Island, New Zealand. Journal of the Royal Society of New Zealand, 26(3), pp.275-361.",,,Timing,,,,,0,0,,,,,,,Rattus exulans,,"North Canterbury, South Island, New Zealand",-43.7542,171.1637,"""The marked increase in abundance of these birds after the arrival of kiore reflects the increased presence of shrublands in the area following human arrival and anthropogenic burning.""",0,Extinct,,Disease,0,0,2016,2016-10-01 00:00:00 UTC,3.1,"This species formerly occurred on New Zealand's South Island, but is now Extinct, probably due to diseases spread by introduced game birds. A bird that died in 1875 is thought to represent the last individual of the species.","It inhabited open habitats, especially grass-covered downs.","Extinction was initially thought to have been caused by large-scale burning, predation by dogs, cats and rats, and grazing by sheep (Marchant and Higgins 1993). More recently, diseases spread by introduced gamebirds have been hypothesised to account for its rapid extinction (Knox and Walters 1994).",None remain.,,"Coturnix novaezelandiae was endemic to North, South and Great Barrier Islands, New Zealand (Marchant and Higgins 1993). It was considered fairly common until the mid-19th century, but declined rapidly to extinction by 1875 (Holdaway 1999). Recent suggestions that a quail population on Tiritiri Matangi Island may be a surviving form of this species were disproven by genetic testing, showing them to be Brown Quail C. ypsilophora (Seabrook-Davison et al. 2009).",,Terrestrial,,Oceanian,1875
92854679,22680306,Anas eatoni,Southern Pintail,,Rattus norvegicus,,,,,,,,,,,,,,,,,,,,,,,,Vulnerable,A3e,"Rats, cats",1,0,2016,2016-10-01 00:00:00 UTC,3.1,"It is projected that this species could undergo a rapid decline in the near future owing to predation by feral cats, and it therefore qualifies as Vulnerable.","It occupies small freshwater lakes, as well as pools, marshes, peatbogs and streams, being more frequent on the coast in winter where it is found in coastal lagoons, along the sea shore and especially in sheltered bays (Scott and Rose 1996, Ogilvie and Young 1998). It feeds on vegetation, insects and crustaceans (Jouventin et al. 1988). Outside the breeding season, it occurs in small parties, occasionally in concentrations of up to 200 birds on Kerguelen (Scott and Rose 1996). The breeding season is from November to the end of January or February (Scott and Rose 1996) and clutch size is a minimum of five (Jouventin et al. 1988).","It was formerly much hunted by sealers and scientific expeditions, with 200-300 shot each year after the establishment of a base in 1950 (Green 1992, Scott and Rose 1996) . Today, introduced predators are the greatest threat on Possession, Cochons Island (Crozet) and the Kerguelen Islands (Green 1992, Scott and Rose 1996, Ogilvie and Young 1998) . On Kerguelen, feral cats may prove to be a serious threat in the near future if petrels, their staple prey, reach low levels (Jouventin et al. 1988) . The birds introduced to Amsterdam probably disappeared owing to predation by feral cats and brown rat Rattus norvegicus (Green 1992) .","The population on the Crozet Islands was estimated at 600-700 pairs in 1980-1982 and on the Kerguelen Islands the population was estimated at 15,000-20,000 pairs in 1982-1985, although the numbers on the Kerguelen Islands could have been much lower. The maximum estimate for the total population in the early 1980s is therefore 31,200-41,400 mature individuals (roughly equating to 45,000-60,000 indidivuals in total), however the population is expected to have declined significantly since (A. Green in litt. 1999).",Decreasing,"Anas eatoni has two island subspecies in the southern Indian Ocean: nominate eatoni is confined to the Kerguelen Islands and drygalskyi to the Crozet Islands, both French Southern Territories. On Kerguelen, it occurs only around the coast, less than 20% of the total area (M. Pascal per B. Hughes in litt. 1999). In the 1950s and 1960s, eatoni was introduced to Amsterdam Island (also part of the French Southern Territories), but has not been seen there since 1970 (Ogilvie and Young 1998) and is assumed to have been extirpated. In 1980-1982, the population was estimated at 600-700 pairs on Crozet and, in 1982-1985, at 15,000-20,000 pairs on Kerguelen (Jouventin et al. 1988), but could now be considerably less. Although there is no information on trend, a rapid decline may already be well advanced (A. Green in litt. 1999).",,Freshwater (=Inland waters)|Marine,"Conservation Actions Underway Some of the smaller islands in the Kerguelen Islands and four of the Crozet Islands are included within the Parc National Antarctique Francais and are a Specially Protected Area (Jouventin and Micol 1995) . Conservation Actions Proposed Eradicate cats from breeding islands where feasible, e.g. Cochons Island ( Green 1996a) . Conduct surveys to establish an up-to-date total population estimate. Carry out monitoring to determine trends.",Afrotropical|Antarctic,
92864737,22680496,Mergus australis,New Zealand Merganser,,Rattus,,,,,,,,,,,,,,,,,,,,,,,,Extinct,,Hunting,0,0,2016,2016-10-01 00:00:00 UTC,3.1,"This species was formerly found on the Auckland Islands, New Zealand, but it is now Extinct, primarily due to hunting. It was last recorded in 1902, and had been lost by the time a reserve was set up on the islands in 1910.","It was largely a freshwater species, foraging in inland streams, estuaries and, occasionally, sheltered bays (Kear and Scarlett 1970).","Its decline was presumably caused by a combination of hunting and predation by introduced pigs, rats, cats and dogs(Kear and Scarlett 1970) - the species's incipient flightlessness made it especially vulnerable (Livezey 1989b).",No extant population remains.,,"Mergus australis was restricted to the Auckland Islands, New Zealand, by the time of its discovery in 1840 (Stattersfield et al. 1998), but subfossil remains of a Mergus species have also been found on South and Stewart Islands. At least 26 specimens were collected in total, the last in 1902 (Kear and Scarlett 1970); there have been no records since, despite intensive searches (Williams and Weller 1974).",,Freshwater (=Inland waters)|Marine,,Oceanian,1902
93016420,22684143,Coua delalandei,Snail-eating Coua,,Rattus,,,,,,,,,,,,,,,,,,,,,,,,Extinct,,Habitat loss,0,0,2016,2016-10-01 00:00:00 UTC,3.1,"This species was endemic to Madagascar, but is now Extinct. It has not been reported since 1834 and likely succumbed to the complete destruction of its native forest.",It was a terrestrial species of primary rainforest (Collar and Stuart 1985).,The complete deforestation of Ile de Sainte-Marie was presumably the ultimate cause of its extinction (Goodman 1993) . Snaring for feathers and food and predation by introduced rats may also have contributed to the species's demise (Collar et al . 1994).,None remain.,,"Coua delalandei is known from 13 specimens, all apparently collected on Ile de Sainte-Marie (Nosy Boraha), Madagascar, with the most recent from 1834 (Collar and Stuart 1985). Reports from 1930 (WCMC 1992) are unfounded, and it is now considered extinct (Collar et al. 1994).",,Terrestrial,,Afrotropical,1834
93038207,22684630,Vini kuhlii,Rimatara Lorikeet,,Rattus rattus,,,,,,,,,,,,,,,,,,,,,,,,Endangered,"B1ab(iii,v)","Habitat loss, hunting",0,0,2016,2016-10-01 00:00:00 UTC,3.1,"This species qualifies as Endangered because it has a very small distribution across five very small islands, and appears to be undergoing an overall continuing slow decline owing to habitat loss and perhaps depredation by black rats.","On Rimatara, the most favoured habitat is mixed horticultural woodlands, including coconut and Paraserianthes falcataria plantations, and it seems to be less common in native makatea forest (McCormack and Künzle 1996). However, they might depend on native forest for nesting in Barringtonia asiatica trees (Blanvillain,2002). On Teraina and Tabuaeran, it is effectively confined to coconut plantations (Watling 1995). It feeds on nectar from a wide variety of flowering plants (nearly all recently introduced) (McCormack and Künzle 1996).","The main threat to the species is the potential colonisation by black rats Rattus rattus (Seitre and Seitre 1991, 1992. Gouni 2005, Blanvillain and Ghestemme 2015) which are absent from Rimatara (Gouni et al. 2007, Blanvillain et al. 2012, 2015b). Excessive exploitation for its red feathers is the most likely reason for the species's extinction from the Cook Islands (Watling 1995 , McCormack and Künzle 1996) . On Teraina, there is no evidence of the presence of R. rattus, although Pacific rat R. exulans is abundant while on Tabuaeran and Mitiaro, R. rattus occurs (Watling 1995, G. McCormack in litt. 2009) . Cats may be a threat on Kiritimati. The Common Myna Acridotheres tristis is a threat to the introduced population on Atiu as it competes for nesting sites and has been reported to attack fledglings (Lieberman and McCormack 2008, Malcolm 2008, Heptonstall 2010). Since 2012, many large trees on Rimatara have been cleared for agriculture and to allow regeneration of coconut trees, and a large area of forest was cleared for the construction of the airport in 2006 (C. Blanvillain in litt. 2016).","The latest population estimates are 835 on Rimatara (Blanvillain et al. 2015), &gt;100 on Atiu (G. McCormack in litt. 2016), &gt;1,000 on Teraina, 50 on Tabuaeran and small numbers on Kiritimati; an overall population size of about 2000 individuals or perhaps 1500 mature individuals.",Decreasing,"Vini kuhlii is restricted to Rimatara in French Polynesia, and to Teraina (= Washington), Tabuaeran (= Fanning) and Kiritimati (= Christmas Island), Kiribati, where probably introduced by Polynesian people. Fossil and oral traditions indicate that the species was formerly on at least five of the Southern Cook Islands (Steadman 1989, McCormack and Künzle 1996). In April 2007, twenty-seven birds were re-introduced to Atiu in the Cook Islands from Rimatara. Atiu has similar vegetation to Rimatara and is free of black rat Rattus rattus, although Pacific rat R. exulans is abundant. The first breeding on Atiu was reported in 2008, with more than 92 birds in 2011 (R. Malcolm in litt. 2010, 2012). On Teraina, the population was estimated at 1,000 individuals (minimum), with 50 on Tabuaeran, possibly fewer, on a single islet in the atoll (Watling 1995). On Kiritimati, a few individuals were reported to survive in 1999 (D. Watling in litt. 1999), although the species was suggested to be 'common' in the plantations to the north of the village of London in 2008 (P. Fraser in litt. 2008).",,Terrestrial,"Conservation Actions Underway Biosecurity has been enhanced to prevent colonisation by black rats, including raising the awareness of local people and children through the creation of Site Support Groups (Blanvillain et al. 2014) and the importation of a sniffer dog (Blanvillain et al. 2015). Listed on CITES Appendix II. In Kiribati, the species is fully-protected. In French Polynesia the species is protected by national legislation since 1996, and on Rimatara it has been protected by a traditional tapu (taboo) since c.1900. 27 individuals were reintroduced to Atiu from Rimatara in May 2007 (Gouni et al. 2007). A Common Myna control programme began on Atiu in 2009 and is continuing (R. Malcolm in litt. 2012). Conservation Actions Proposed Extend stringent biosecurity to boats landing on Rimatara, and to other islands in the species's range. Improve the protection of forest on Rimatara forest, especially large nesting trees, and create several protected areas in Rimatara. Survey the population and the status of black rats on Teraina, Tabuaeran and Kiritimati. In Kiribati, promote greater awareness and enforcement of the wildlife legislation. Consider eradicating black rats where possible. On Atui, train locals in regular monitoring. Continue awareness campaigns, to include the importance of large trees for nesting. Assess the feasibility of eradicating Common Mynas from Atiu.",Oceanian,
93062058,22685185,Eunymphicus cornutus,Horned Parakeet,,Rattus rattus,"Robinet, O., Craig, J.L. and Chardonnet, L., 1998. Impact of rat species in Ouvea and Lifou (Loyalty Islands) and their consequences for conserving the endangered Ouvea Parakeet. Biological Conservation, 86(2), pp.223-232.",,1,Predation,Eggs,,,,1,1,1,1,0,0,0,0,"Rattus rattus, Rattus exulans",,"Loyalty Islands, New Caledonia, South-west Pacific",-21.0454,167.3324,"Compared survival of experimental eggs on an island with kiore vs an island with kiore and black rats, more eggs were taken in the latter (~80% egg survival vs ~20%). It was not known who took the eggs but on both islands there were signs of rat predation on eggs. They also showed the number of kiore were similar between the two islands thus assumed black rats were the main egg thief. There are no parakeets on the island with black rats though - it was being assessed as a release site.",0,Vulnerable,C2a(ii),Habitat loss,0,0,2016,2016-10-01 00:00:00 UTC,3.1,"This species qualifies as Vulnerable as, although recent surveys indicate that there are likely to be over 5,000 mature individuals, the total population remains small, and is restricted to a single subpopulation which is suspected to have declined owing to habitat degradation.","The Horned Parakeet is patchily distributed in rainforest, and is occasionally seen in savanna, low-stature forest, and scrub (M. Thiollay in litt. 1999, Ekstrom et al. 2000, Ekstrom et al. 2002, Chartendrault and Barré 2005, 2006, Legault et al. 2011). The species generally prefers large, intact forests, particularly in valleys (Legault et al. 2011, 2012). It is typically found at intermediate altitudes (200-800m), though it has been observed at much higher elevations (Chartendrault and Barré 2005, 2006, Legault et al. 2011). It mainly feeds in the canopy, largely on seeds and nuts (Ekstrom et al. 2000, Legault et al. 2012). Nests are sometimes on the ground, including under rocks and in fallen tree-trunks (Hannecart and Létocart 1983, O. Robinet in litt. 1999, Dutson 2011), but it also nests in tree hollows (A. Legault in litt. 2016). It may migrate seasonally to foraging grounds during the austral winter from June to September (Chartendrault and Barré 2005, 2006). Birds have been seen crossing scrub between forest blocks, and it is not believed to be fragmented into distinct subpopulations (Y. Létocart in litt. 1999, Ekstrom et al. 2000). Birds are usually observed in pairs, or small groups (family members in April-June), with 90% of surveyed flocks containing fewer than 4 individuals (Legault et al. 2012), but larger flocks have occasionally been recorded (Ekstrom et al. 2000, V Chartendault in litt. 2007, Legault et al. 2012). The species is seen every year in the valleys, foraging in close proximity to rural dwellings and in open areas (V. Chartendault in litt. 2007). Nest sharing has been reported in this species (Theuerkauf et al. 2009).","Populations may be declining through habitat degradation, both through logging and by introduced Rusa deer Rusa timorensis (Chartendrault and Barr é 2005, 2006) . Black rats occasionally prey on Horned Parakeet nests (Gula et al. 2010), but the magnitude of their impact remains to be quantified. Particularly wet (La Niña) years have been shown to reduce breeding success (J. Theuerkauf et al. in litt. 2011). There are no important local traditions that encourage the possession of pet birds ((N. Barré in litt. 1999, Ekstrom et al. 2000, Chartendrault and Barré 2005, 2006), and there is little documented evidence of trapping or trade, although birds are occasionally held in captivity on the island, and the species is sought by collectors (Pain et al. 2006). Poaching is unlikely to be a major threat, as the species breeds in remote areas, and its nests are hard to find. There is occasional illegal hunting (C. Meresse in litt. 2009). The introduction of Psittacine Beak and Feather Disease (PBFD) also poses a threat  (Julian et al. 2012, Jackson et al. 2014).","Legault et al. (2013b) estimated the population to number 8,690 (7,934 - 9,445) individuals, equivalent to 5,333-6,000 mature individuals, rounded here to 5,300-6,000 mature individuals.",Increasing,"Eunymphicus cornutus is endemic to New Caledonia (to France). It appears to have declined since the 1880s when it was reported from all forested areas. Its range has been considerably reduced on Mt Panié, and is restricted to the north-western part of the Panié massif (Ekstrom et al. 2000, J. Theuerkauf in litt. 2012). Its numbers and trends were poorly known prior to 2006 (Chartendrault and Barré 2005, 2006) with only two independent population estimates of 1,000-3,000 birds (Ekstrom et al. 2000) and 720 pairs (N. Barré in litt. 1999), respectively. A recent study using distance sampling density surveys, observation records, and ecological niche modelling indicates that its distribution extends over 3, 482 km2, and estimates that their population contains 8,690 (7,934 - 9,445) birds (Legault et al. 2013b), corresponding to at least 5,000 mature individuals (V. Chartendault in litt. 2007). During surveys in 2003-2006, the species was recorded on 57 % of the massifs in the northern province, 42 % of the massifs in the southern province, and was locally common in the central part of the main dividing range (Mé Maoya Massif, Moindou-Farino area, Poindimié-Ponérihouen area) (Chartendrault and Barré 2005, 2006, Legault et al. 2011). Densities in Riviere Bleue Provincial Park have been relatively stable in recent years (Y. Létocart in litt. 1999), reaching approximately 21 (15-30) birds/km2 in 2008 (Legault et al. 2013a). It is absent from the Isle of Pines.",,Terrestrial,"Conservation Actions Underway CITES Appendix I and II, and fully protected by New Caledonian law. There are significant populations in Rivière Bleue, Parc des Grandes Foug ères and Reserve Speciale de Faune et de Flore de la Nodela (Ekstrom et al. 2000, Legault et al. 2013 a, b) . Since 2005 the Loro Parque Fundación has been supporting a long-term study on the species's ecology and threats (Theuerkauf and Rouys 2008). Conservation Actions Proposed Survey other forest blocks within its extent of occurrence and investigate dispersal between isolated forest blocks (Ekstrom et al. 2000, Ekstrom et al . 2002) . Investigate the breeding biology to identify any limiting factors such as nest failures or rat predation (Ekstrom et al. 2000, Ekstrom et al . 2002) . Research ecological dependence on certain tree species for nesting or feeding (Ekstrom et al. 2000, Ekstrom et al . 2002) . Continue to monitor numbers in Rivière Bleue and start a monitoring programme in Nodela (Ekstrom et al. 2000, J. Ekstrom in litt . 2003) . Standardise the methods used to survey parakeet populations to facilitate comparison between different areas and time periods (Legault et al. 2013a). Monitor for any evidence of trapping and trade (Y. Létocart in litt. 1999, O. Robinet in litt. 1999, Ekstrom et al. 2000) . Consider an Action Plan similar to that of E. uvaeensis (N. Barré in litt. 1999, Y. Létocart in litt. 1999, O. Robinet in litt. 1999, Ekstrom et al. 2000) . Initiate control measures against introduced predators. Increase the area of suitable habitat that has protected status, with particular focus on conserving relatively intact rainforests on oligotrophic soils at intermediate altitudes (200–800 m), as these areas provide important parakeet habitat, yet are especially vulnerable to mining activities (Legault et al. 2011). Conduct a thorough evaluation of the IBAs described by Spaggiari et al. (2007) for their current and future potential as reserves (Legault et al. 2013b). Screen the population for beak and feather disease (Jackson et al. 2014).",Oceanian,
93062058,22685185,Eunymphicus cornutus,Horned Parakeet,,Rattus rattus,"Gula, R., Theuerkauf, J., Rouys, S. and Legault, A., 2010. An audio/video surveillance system for wildlife. European Journal of Wildlife Research, 56, pp.803-807.",,,Predation,Unknown,,,,1,0,,,,,,,Rattus rattus,,New Caledonia,-20.9043,165.618,"A single predation event of parakeet by black rat recorded. Not stated whether the predation was of egg, chick or adult.",0,Vulnerable,C2a(ii),Habitat loss,0,0,2016,2016-10-01 00:00:00 UTC,3.1,"This species qualifies as Vulnerable as, although recent surveys indicate that there are likely to be over 5,000 mature individuals, the total population remains small, and is restricted to a single subpopulation which is suspected to have declined owing to habitat degradation.","The Horned Parakeet is patchily distributed in rainforest, and is occasionally seen in savanna, low-stature forest, and scrub (M. Thiollay in litt. 1999, Ekstrom et al. 2000, Ekstrom et al. 2002, Chartendrault and Barré 2005, 2006, Legault et al. 2011). The species generally prefers large, intact forests, particularly in valleys (Legault et al. 2011, 2012). It is typically found at intermediate altitudes (200-800m), though it has been observed at much higher elevations (Chartendrault and Barré 2005, 2006, Legault et al. 2011). It mainly feeds in the canopy, largely on seeds and nuts (Ekstrom et al. 2000, Legault et al. 2012). Nests are sometimes on the ground, including under rocks and in fallen tree-trunks (Hannecart and Létocart 1983, O. Robinet in litt. 1999, Dutson 2011), but it also nests in tree hollows (A. Legault in litt. 2016). It may migrate seasonally to foraging grounds during the austral winter from June to September (Chartendrault and Barré 2005, 2006). Birds have been seen crossing scrub between forest blocks, and it is not believed to be fragmented into distinct subpopulations (Y. Létocart in litt. 1999, Ekstrom et al. 2000). Birds are usually observed in pairs, or small groups (family members in April-June), with 90% of surveyed flocks containing fewer than 4 individuals (Legault et al. 2012), but larger flocks have occasionally been recorded (Ekstrom et al. 2000, V Chartendault in litt. 2007, Legault et al. 2012). The species is seen every year in the valleys, foraging in close proximity to rural dwellings and in open areas (V. Chartendault in litt. 2007). Nest sharing has been reported in this species (Theuerkauf et al. 2009).","Populations may be declining through habitat degradation, both through logging and by introduced Rusa deer Rusa timorensis (Chartendrault and Barr é 2005, 2006) . Black rats occasionally prey on Horned Parakeet nests (Gula et al. 2010), but the magnitude of their impact remains to be quantified. Particularly wet (La Niña) years have been shown to reduce breeding success (J. Theuerkauf et al. in litt. 2011). There are no important local traditions that encourage the possession of pet birds ((N. Barré in litt. 1999, Ekstrom et al. 2000, Chartendrault and Barré 2005, 2006), and there is little documented evidence of trapping or trade, although birds are occasionally held in captivity on the island, and the species is sought by collectors (Pain et al. 2006). Poaching is unlikely to be a major threat, as the species breeds in remote areas, and its nests are hard to find. There is occasional illegal hunting (C. Meresse in litt. 2009). The introduction of Psittacine Beak and Feather Disease (PBFD) also poses a threat  (Julian et al. 2012, Jackson et al. 2014).","Legault et al. (2013b) estimated the population to number 8,690 (7,934 - 9,445) individuals, equivalent to 5,333-6,000 mature individuals, rounded here to 5,300-6,000 mature individuals.",Increasing,"Eunymphicus cornutus is endemic to New Caledonia (to France). It appears to have declined since the 1880s when it was reported from all forested areas. Its range has been considerably reduced on Mt Panié, and is restricted to the north-western part of the Panié massif (Ekstrom et al. 2000, J. Theuerkauf in litt. 2012). Its numbers and trends were poorly known prior to 2006 (Chartendrault and Barré 2005, 2006) with only two independent population estimates of 1,000-3,000 birds (Ekstrom et al. 2000) and 720 pairs (N. Barré in litt. 1999), respectively. A recent study using distance sampling density surveys, observation records, and ecological niche modelling indicates that its distribution extends over 3, 482 km2, and estimates that their population contains 8,690 (7,934 - 9,445) birds (Legault et al. 2013b), corresponding to at least 5,000 mature individuals (V. Chartendault in litt. 2007). During surveys in 2003-2006, the species was recorded on 57 % of the massifs in the northern province, 42 % of the massifs in the southern province, and was locally common in the central part of the main dividing range (Mé Maoya Massif, Moindou-Farino area, Poindimié-Ponérihouen area) (Chartendrault and Barré 2005, 2006, Legault et al. 2011). Densities in Riviere Bleue Provincial Park have been relatively stable in recent years (Y. Létocart in litt. 1999), reaching approximately 21 (15-30) birds/km2 in 2008 (Legault et al. 2013a). It is absent from the Isle of Pines.",,Terrestrial,"Conservation Actions Underway CITES Appendix I and II, and fully protected by New Caledonian law. There are significant populations in Rivière Bleue, Parc des Grandes Foug ères and Reserve Speciale de Faune et de Flore de la Nodela (Ekstrom et al. 2000, Legault et al. 2013 a, b) . Since 2005 the Loro Parque Fundación has been supporting a long-term study on the species's ecology and threats (Theuerkauf and Rouys 2008). Conservation Actions Proposed Survey other forest blocks within its extent of occurrence and investigate dispersal between isolated forest blocks (Ekstrom et al. 2000, Ekstrom et al . 2002) . Investigate the breeding biology to identify any limiting factors such as nest failures or rat predation (Ekstrom et al. 2000, Ekstrom et al . 2002) . Research ecological dependence on certain tree species for nesting or feeding (Ekstrom et al. 2000, Ekstrom et al . 2002) . Continue to monitor numbers in Rivière Bleue and start a monitoring programme in Nodela (Ekstrom et al. 2000, J. Ekstrom in litt . 2003) . Standardise the methods used to survey parakeet populations to facilitate comparison between different areas and time periods (Legault et al. 2013a). Monitor for any evidence of trapping and trade (Y. Létocart in litt. 1999, O. Robinet in litt. 1999, Ekstrom et al. 2000) . Consider an Action Plan similar to that of E. uvaeensis (N. Barré in litt. 1999, Y. Létocart in litt. 1999, O. Robinet in litt. 1999, Ekstrom et al. 2000) . Initiate control measures against introduced predators. Increase the area of suitable habitat that has protected status, with particular focus on conserving relatively intact rainforests on oligotrophic soils at intermediate altitudes (200–800 m), as these areas provide important parakeet habitat, yet are especially vulnerable to mining activities (Legault et al. 2011). Conduct a thorough evaluation of the IBAs described by Spaggiari et al. (2007) for their current and future potential as reserves (Legault et al. 2013b). Screen the population for beak and feather disease (Jackson et al. 2014).",Oceanian,
93265793,22690218,Columba versicolor,Bonin Woodpigeon,,Rattus,,,,,,,,,,,,,,,,,,,,,,,,Extinct,,Habitat loss,0,0,2016,2016-10-01 00:00:00 UTC,3.1,"This species was found in Japan's Ogasawara Islands, but it has not been recorded since 1889 and is now Extinct. Habitat clearance is likely to have been the major factor driving its extinction.",It inhabited the lush forested interior of the small islands in its range.,"Its extinction presumably resulted from clearance of the islands' subtropical evergreen forest, and from predation by introduced cats and rats (Stattersfield et al . 1998).",None remain.,,"Columba versicolor was endemic to Nakondo Shima and Peel Island (Chichi-jima) in the Bonin Islands (Ogasawara-shoto), Japan (Goodwin 1967). It is known from four specimens, in Frankfurt, Leningrad and Tring (Brazil 1991) and was last recorded in 1889 (Stattersfield et al. 1998).",,Terrestrial,,Palearctic,1889
93300863,22691042,Pampusana stairi,Shy Ground-dove,,Rattus exulans,,,,,,,,,,,,,,,,,,,,,,,,Vulnerable,C2a(i),Habitat loss,0,0,2016,2016-10-01 00:00:00 UTC,3.1,"This species has been extirpated throughout much of its range, and the small and fragmented population that remains is suspected to be declining. It therefore qualifies as Vulnerable.","It is found in both scrubby bush and bamboo thickets on smaller islands and lowland and montane forest on larger ones. It feeds on seeds, fruit, buds, young leaves, snails, insects and caterpillars on the forest floor and in the undergrowth (Watling 1982, Clunie 1984).","It appears particularly sensitive to disturbance, usually leaving areas with logging or planting activities within days of occurrence, and not re-inhabiting even five years after the cessation of human activity (J. S. Kretzschmar in litt. 2000) . The reasons for this may relate to changes in forest characteristics (e.g. leaf-litter, food-resources), structure (e.g. openness) or invasion by ground predators, especially mongoose Herpestes auropunctatus , which are present on both the two larger islands in Fiji (J. S. Kretzschmar in litt. 2000, V. Masibalavu in litt. 2007) . The major threat to the small Samoan population is predation by Polynesian rat Rattus exulans (H. Roberts in litt. 2009).","Recent surveys have found this species to be widespread but patchy and at low population densities on the larger Fijian islands. Surveys recorded an average of 0.11 birds / hour (a total of 54 birds). Estimating an average pace 1 km / hour and an effective detection distance of 50 m each side of the trail suggests that about 1 bird was detected per km2, mostly calling males. There are a number of likely errors in this estimate, especially the number of silent birds overlooked. The species was recorded at about 50% of the sites surveyed (16/34 sites) which were pre-selected to be the densest old-growth rainforest. If it assumed to occur in 50% of the forest, which covers about 40% of the species' Fijian EOO of about 17,500 km2, the total population is estimated to be 2,500-9,999 birds (G. Dutson in litt. 2005). This equates to 3,750-14,999 individuals, rounded here to 3,500-15,000 individuals.",Decreasing,"Alopecoenas stairi has a discontinuous and poorly-documented distribution in central Polynesia including Fiji, where it is described as scarce on the four larger islands, but common on small offshore islands such as Makodroga and Namenalala (Watling 2000, V. Masibalavu in litt. 2012); Tonga, where a healthy population survives on the isolated and largely undisturbed island of Late (Baptista et al . 1997) with others on Fonualei (D. Watling in litt. 2007), a few smaller islands in Vava'u, and formerly, or perhaps still, on a few islands in the Ha'apai and Nomuka groups; Samoa, where in recent years it has only been seen breeding on the tiny islands of Nu'utele, where the population numbered at least 26 individuals in 2009 (Baptista et al . 1997, A. Tye in litt. 2012), and Nu'ulua, where the population numbered at least 6 individuals in the same year (H. Roberts in litt. 2009, A. Tye in litt. 2012), with one injured bird recovered from the main island of Upolu in 2006 (A. Tye in litt. 2012); American Samoa, where there was a sighting in 1993 on the island of Ofu (Baptista et al . 1997) and another in 1996 on Olosega (H. Freifeld in litt . 1999), and on the islands of Wallis and Futuna (to France). In 1995, the only population found in a study on Vava'u was six birds in a large forest remnant on Uta Vava'u, but this area was being logged and the species is therefore unlikely to survive there (Steadman and Freifeld 1998). Recent surveys have found this species to be widespread but patchy and at low population densities on the larger Fijian islands, recording an average of 0.11 birds/hour equating to c.1 bird/km2, mostly calling males. The species was recorded at about 50% of the sites surveyed (16/34 sites), which were selected to be the densest old-growth rainforest (G. Dutson in litt. 2005). Unlike on Samoa and Tonga, there is no evidence that the species is declining on Fiji faster than the rate of forest loss or degradation which is estimated at 0.5-0.8%/year (Claasen 1991, G. Dutson in litt. 2005). The species remains very rare in American Samoa, Samoa, Tonga and Wallis and Futuna. The species appears to be no longer present on the island of Alofi, where is was record in 1985/86, but not on surveys in 2008, 2011 or 2014 ( Thibault et al. 2015).",,Terrestrial,"Conservation Actions Underway This species occurs in a number of protected areas, including Sovi Basin and Taveuni reserves on Fiji, and the Aleipata Islands on Samoa (G. Dutson in litt. 2005) . The Aleipata Project was implemented in May 2009 which involved the transfer of the birds from Samoa (Nu'utele and Nu'ulua) to a captive holding and breeding facility on another island. Twenty-three doves are currently being held. After removal, rat poison was broadcast via helicopter over both islands. After rat eradication has been determined successful the birds will be repatriated to the islands (H. Roberts in litt. 2009). This process has been delayed with the re-establishment of rats on Nu'utele, but Nu'ulua may be rat-free (A. Tye in litt. 2012). Conservation Actions Proposed Conduct surveys throughout its range to assess its distribution, population numbers and conservation requirements. Consider setting aside an area of protected forest. Assess the feasibility of controlling the mongoose Herpestes auropunctatus .",Oceanian,
