assessmentId,internalTaxonId,scientificName,Common_name,Synonyms_or_previous_lump,Original_rodents_attributed_IUCN,redlistCategory,redlistCriteria,Primary_causes,Rodent_primary,Rodent_only_primary,has_study,orig_attrib_ID,Rodent_attributed,Location_species_comment,Location_species_reference
179717451,22711392,Ferminia cerverai,Zapata Wren,,"Rattus rattus, Rattus norvegicus",Endangered,"B1ab(i,ii,iii)",Habitat loss,0,0,No,271,Rattus rattus,Information used for Cuba,"Borroto-Páez, R., 2009. Invasive mammals in Cuba: an overview. Biological Invasions, 11(10), pp.2279-2290."
179717451,22711392,Ferminia cerverai,Zapata Wren,,"Rattus rattus, Rattus norvegicus",Endangered,"B1ab(i,ii,iii)",Habitat loss,0,0,No,271,Rattus norvegicus,Information used for Cuba,"Borroto-Páez, R., 2009. Invasive mammals in Cuba: an overview. Biological Invasions, 11(10), pp.2279-2290."
180471815,103811282,Foudia aldabrana,Aldabra Fody,,Rattus rattus,Endangered,B1ab(iii),Unknown,0,0,Yes,275,Rattus rattus,,
118635121,103811335,Foudia consobrina,Grand Comoro Fody,,Rattus rattus,Near Threatened,B1ab(v)+2ab(v); C2a(ii),Rats,1,1,No,91,Rattus rattus,,
119552278,103811601,Foudia delloni,Reunion Fody,,Rattus norvegicus,Extinct,,Rats,1,1,No,114,Rattus norvegicus,,
94614670,22719159,Foudia flavicans,Rodrigues Fody,,Rattus rattus,Near Threatened,D2,Habitat loss,0,0,Yes,55,Rattus rattus,,
94614044,22719149,Foudia rubra,Mauritius Fody,,Rattus rattus,Endangered,D,"Rats, habitat loss, macaques",1,0,Yes,54,Rattus rattus,,
132581443,22694927,Fratercula arctica,Atlantic Puffin,,"Rattus rattus, Rattus norvegicus",Vulnerable,A4abcde,"Prey, global warming",0,0,Yes,163,Rattus rattus,,"Yu, H., Jamieson, A., Hulme-Beaman, A., Conroy, C.J., Knight, B., Speller, C., Al-Jarah, H., Eager, H., Trinks, A., Adikari, G. and Baron, H., 2022. Palaeogenomic analysis of black rat (Rattus rattus) reveals multiple European introductions associated with human economic history. Nature Communications, 13(1), p.2399."
132581443,22694927,Fratercula arctica,Atlantic Puffin,,"Rattus rattus, Rattus norvegicus",Vulnerable,A4abcde,"Prey, global warming",0,0,Yes,163,Rattus norvegicus,,"Yu, H., Jamieson, A., Hulme-Beaman, A., Conroy, C.J., Knight, B., Speller, C., Al-Jarah, H., Eager, H., Trinks, A., Adikari, G. and Baron, H., 2022. Palaeogenomic analysis of black rat (Rattus rattus) reveals multiple European introductions associated with human economic history. Nature Communications, 13(1), p.2399."
132597828,22697728,Fregata aquila,Ascension Frigatebird,,Rattus rattus,Vulnerable,D2,"Rats, cats, human hunting",1,0,No,165,Rattus rattus,,
132659638,22728808,Fregetta maoriana,New Zealand Storm-petrel,"Oceanites maorianus, Pealeornis maoriana",Rattus exulans,Critically Endangered,D,Rats,1,1,No,207,Rattus exulans,,
205711288,103822640,Fringilla polatzeki,Gran Canaria Blue Chaffinch,,"Rattus rattus, Rattus norvegicus",Endangered,D,"Habitat loss, human hunting",0,0,Yes,313,Rattus rattus,,"Traveset, A., Nogales, M., Alcover, J.A., Delgado, J.D., López-Darias, M., Godoy, D., Igual, J.M. and Bover, P., 2009. A review on the effects of alien rodents in the Balearic (Western Mediterranean Sea) and Canary Islands (Eastern Atlantic Ocean). Biological Invasions, 11, pp.1653-1670."
205711288,103822640,Fringilla polatzeki,Gran Canaria Blue Chaffinch,,"Rattus rattus, Rattus norvegicus",Endangered,D,"Habitat loss, human hunting",0,0,Yes,313,Rattus norvegicus,,"Traveset, A., Nogales, M., Alcover, J.A., Delgado, J.D., López-Darias, M., Godoy, D., Igual, J.M. and Bover, P., 2009. A review on the effects of alien rodents in the Balearic (Western Mediterranean Sea) and Canary Islands (Eastern Atlantic Ocean). Biological Invasions, 11, pp.1653-1670."
93374177,22692920,Fulica alai,Hawaiian Coot,,"Rattus rattus, Rattus norvegicus",Vulnerable,D2,Habitat loss,0,0,No,20,Rattus rattus,,
93374177,22692920,Fulica alai,Hawaiian Coot,,"Rattus rattus, Rattus norvegicus",Vulnerable,D2,Habitat loss,0,0,No,20,Rattus norvegicus,,
195129158,22692866,Gallinula comeri,Gough Island Moorhen,Gallinula nesiotis,Rattus rattus,Vulnerable,D2,Rats,0,0,Yes,307,Rattus rattus,,
94995836,22728763,Gallinula nesiotis,Tristan Moorhen,Gallinula comeri,Rattus rattus,Extinct,,Rats,1,1,Yes,68,Rattus rattus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
93351848,22692388,Gallirallus lafresnayanus,New Caledonian Rail,Tricholimnas lafresnayanus ssp. Lafresnayanus,"Rattus rattus, Rattus norvegicus, Rattus exulans",Critically Endangered,D,"Cats, pigs, rats",1,0,No,14,Rattus rattus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
93351848,22692388,Gallirallus lafresnayanus,New Caledonian Rail,Tricholimnas lafresnayanus ssp. Lafresnayanus,"Rattus rattus, Rattus norvegicus, Rattus exulans",Critically Endangered,D,"Cats, pigs, rats",1,0,No,14,Rattus norvegicus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
93351848,22692388,Gallirallus lafresnayanus,New Caledonian Rail,Tricholimnas lafresnayanus ssp. Lafresnayanus,"Rattus rattus, Rattus norvegicus, Rattus exulans",Critically Endangered,D,"Cats, pigs, rats",1,0,No,14,Rattus exulans,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
182523098,22723786,Geospiza heliobates,Mangrove Finch,Camarhynchus heliobates,Rattus rattus,Critically Endangered,"B1ab(ii,iii,v); C2a(i,ii); D","Rats, ectoparasite",1,0,Yes,287,Rattus rattus,,
130488958,22723773,Geospiza pauper,Medium Tree-finch,Camarhynchus pauper,Rattus rattus,Critically Endangered,B1ab(v),Ectoparasites,0,0,No,133,Rattus rattus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
182382400,22723768,Geospiza psittacula,Large Tree-finch,Camarhynchus psittacula,"Rattus rattus, Rattus norvegicus",Vulnerable,A2bce+3bce+4bce,Unknown,0,0,No,285,Rattus rattus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
182382400,22723768,Geospiza psittacula,Large Tree-finch,Camarhynchus psittacula,"Rattus rattus, Rattus norvegicus",Vulnerable,A2bce+3bce+4bce,Unknown,0,0,No,285,Rattus norvegicus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
93982219,22704724,Gerygone insularis,Lord Howe Gerygone,,Rattus rattus,Extinct,,Rats,1,1,Yes,30,Rattus rattus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
110159856,22728616,Gymnocrex talaudensis,Talaud Rail,,Rattus,Endangered,"B1ab(ii,iii,iv,v);C2a(ii)",Unknown,0,0,No,81,Rattus,Rattus argentiventer,"Riley, J., 2003. Population sizes and the conservation status of endemic and restricted-range bird species on Karakelang, Talaud Islands, Indonesia. Bird Conservation International, 13(1), pp.59-74."
130989260,22704320,Gymnomyza aubryana,Crow Honeyeater,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Critically Endangered,C2a(ii),"Rats, habitat loss",1,0,No,140,Rattus rattus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
130989260,22704320,Gymnomyza aubryana,Crow Honeyeater,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Critically Endangered,C2a(ii),"Rats, habitat loss",1,0,No,140,Rattus norvegicus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
130989260,22704320,Gymnomyza aubryana,Crow Honeyeater,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Critically Endangered,C2a(ii),"Rats, habitat loss",1,0,No,140,Rattus exulans,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
93962858,22704317,Gymnomyza samoensis,Mao,,Rattus exulans,Endangered,C2a(i),Habitat loss,0,0,No,27,Rattus exulans,"There are Norway rats on American Samoa according to Adler, G.H., Lalogafu’afu’a, A.V.E.L.E., Seamon, J.O., West, J.R., West, R., Fa’aumu, S. and Atkinson, C.T., 2010. Persistence of the spotless crake (Porzana tabuensis) on Ta’u, American Samoa. Notornis, 57(4), pp.216-217.","Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
205917399,22693621,Haematopus meadewaldoi,Canarian Oystercatcher,,"Rattus rattus, Rattus norvegicus",Extinct,,"Prey loss, human presence",0,0,No,314,Rattus rattus,,"Traveset, A., Nogales, M., Alcover, J.A., Delgado, J.D., López-Darias, M., Godoy, D., Igual, J.M. and Bover, P., 2009. A review on the effects of alien rodents in the Balearic (Western Mediterranean Sea) and Canary Islands (Eastern Atlantic Ocean). Biological Invasions, 11, pp.1653-1670."
205917399,22693621,Haematopus meadewaldoi,Canarian Oystercatcher,,"Rattus rattus, Rattus norvegicus",Extinct,,"Prey loss, human presence",0,0,No,314,Rattus norvegicus,,"Traveset, A., Nogales, M., Alcover, J.A., Delgado, J.D., López-Darias, M., Godoy, D., Igual, J.M. and Bover, P., 2009. A review on the effects of alien rodents in the Balearic (Western Mediterranean Sea) and Canary Islands (Eastern Atlantic Ocean). Biological Invasions, 11, pp.1653-1670."
181392751,103823595,Hemignathus lucidus,Oahu Nukupuu,,Rattus rattus,Extinct,,"Rats, mongoose",1,0,Yes,282,Rattus rattus,,
94683442,22720799,Hemignathus wilsoni,Akiapolaau,"Hemignathus munroi, Hemignathus wilsoni ssp. Wilsoni","Rattus rattus, Rattus norvegicus, Rattus exulans",Endangered,"B1ab(i,ii,iii,iv,v); C2a(ii)","Rats, habitat loss, cats",1,0,No,60,Rattus rattus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
94683442,22720799,Hemignathus wilsoni,Akiapolaau,"Hemignathus munroi, Hemignathus wilsoni ssp. Wilsoni","Rattus rattus, Rattus norvegicus, Rattus exulans",Endangered,"B1ab(i,ii,iii,iv,v); C2a(ii)","Rats, habitat loss, cats",1,0,No,60,Rattus norvegicus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
94683442,22720799,Hemignathus wilsoni,Akiapolaau,"Hemignathus munroi, Hemignathus wilsoni ssp. Wilsoni","Rattus rattus, Rattus norvegicus, Rattus exulans",Endangered,"B1ab(i,ii,iii,iv,v); C2a(ii)","Rats, habitat loss, cats",1,0,No,60,Rattus exulans,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
214005740,22732918,Hemiphaga chathamensis,Chatham Islands Pigeon,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Vulnerable,D1,Habitat loss,0,0,No,327,Rattus rattus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
214005740,22732918,Hemiphaga chathamensis,Chatham Islands Pigeon,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Vulnerable,D1,Habitat loss,0,0,No,327,Rattus norvegicus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
214005740,22732918,Hemiphaga chathamensis,Chatham Islands Pigeon,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Vulnerable,D1,Habitat loss,0,0,No,327,Rattus exulans,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
129560535,22693690,Himantopus novaezelandiae,Black Stilt,,Rattus norvegicus,Critically Endangered,D,"Rats, cats, ferrets, stoats, hedgehogs, native birds, habitat loss",1,0,Yes,127,Rattus norvegicus,,
131113724,22734397,Horornis haddeni,Bougainville Bush-warbler,Cettia haddeni,Rattus rattus,Near Threatened,"B1ab(iii,v)+2ab(iii,v); C2a(i)",Unknown,0,0,No,141,Rattus rattus,,
211817146,22709303,Humblotia flavirostris,Humblot's Flycatcher,,Rattus rattus,Vulnerable,D2,Habitat loss,0,0,No,324,Rattus rattus,,
132441789,132441735,Hydrobates cheimomnestes,Ainley's Storm-petrel,Hydrobates leucorhous,Mus musculus,Vulnerable,D2,Unknown,0,0,No,157,Mus musculus,,
