Bird_scientific_name,redlistCategory,Migratory_status,Single_island_endemic,Evidence,Eradication_ID,Eradication_status,Island_Name,Archipelago,Region,Country,Longitude,Latitude,Rodent_attributed_final
Nesofregetta fuliginosa,Endangered,Full migrant,no,No studies found,2447,Successful,Isles Lagoon 3,Line Islands (Kiritimati),Pacific Ocean - North East,Kiribati,-157.3605134,1.83771416,Rattus exulans
Nesofregetta fuliginosa,Endangered,Full migrant,no,No studies found,2448,Successful,Isles Lagoon 4,Line Islands (Kiritimati),Pacific Ocean - North East,Kiribati,-157.3630581,1.838492062,Rattus exulans
Nesofregetta fuliginosa,Endangered,Full migrant,no,No studies found,2449,Successful,Isles Lagoon 5,Line Islands (Kiritimati),Pacific Ocean - North East,Kiribati,-157.3648998,1.838095398,Rattus exulans
Pampusana stairi,Vulnerable,Not a Migrant,no,No studies found,1281,Successful,Kadomo,Mamanuca Group,Pacific Ocean - South West,Fiji,177.0524494,-17.49261296,Rattus exulans
Apteryx mantelli,Vulnerable,Not a Migrant,no,All studies are not in support,889,Successful,Kapiti,Kapiti Islands,Pacific Ocean - South West,New Zealand,174.9113428,-40.85674274,Rattus exulans
Megapodius laperouse,Near Threatened,Not a Migrant,no,All studies are not in support,2055,Failed,Kayangel,Kayangel Atoll,Pacific Ocean - North West,Palau,134.7177708,8.083189208,Rattus exulans
Megapodius laperouse,Near Threatened,Not a Migrant,no,All studies are not in support,3133,To Be Confirmed,Kayangel,Kayangel Atoll,Pacific Ocean - North West,Palau,134.7177708,8.083189208,Rattus exulans
Fregetta maoriana,Critically Endangered,Not a Migrant,no,No studies found,443,Successful,Korapuki,Mercury Islands,Pacific Ocean - South West,New Zealand,175.8483849,-36.65893989,Rattus exulans
Fregetta maoriana,Critically Endangered,Not a Migrant,no,No studies found,151,Successful,Lady Alice (Mauimua),Hen and Chicken Islands,Pacific Ocean - South West,New Zealand,174.7280744,-35.8898964,Rattus exulans
Pterodroma cookii,Vulnerable,Full migrant,no,Population study with all qualities in support,40,Successful,Little Barrier,Hauraki Gulf,Pacific Ocean - South West,New Zealand,175.0819196,-36.20160033,Rattus exulans
Apteryx mantelli,Vulnerable,Not a Migrant,no,All studies are not in support,40,Successful,Little Barrier,Hauraki Gulf,Pacific Ocean - South West,New Zealand,175.0819196,-36.20160033,Rattus exulans
Cyanoramphus auriceps,Near Threatened,Not a Migrant,no,No studies found,40,Successful,Little Barrier,Hauraki Gulf,Pacific Ocean - South West,New Zealand,175.0819196,-36.20160033,Rattus exulans
Fregetta maoriana,Critically Endangered,Not a Migrant,no,No studies found,40,Successful,Little Barrier,Hauraki Gulf,Pacific Ocean - South West,New Zealand,175.0819196,-36.20160033,Rattus exulans
Fregetta maoriana,Critically Endangered,Not a Migrant,no,No studies found,1118,Successful,Lizard,Mokohinau Islands,Pacific Ocean - South West,New Zealand,175.1135628,-35.90933129,Rattus exulans
Pachycephala jacquinoti,Near Threatened,Not a Migrant,no,No studies found,2853,To Be Confirmed,Luahiapo,Vava'u group (Otu Motu Lalo),Pacific Ocean - South East,Tonga,-174.0402551,-18.79933335,Rattus exulans
Pachycephala jacquinoti,Near Threatened,Not a Migrant,no,No studies found,2003,Successful (Reinvaded),Maninita,Vava'u group (Otu Motu Lalo),Pacific Ocean - South East,Tonga,-173.9953591,-18.85736096,Rattus exulans
Cyanoramphus malherbi,Critically Endangered,Not a Migrant,yes,No studies found,485,Successful,Mayor (Tuhua),Bay of Plenty,Pacific Ocean - South West,New Zealand,176.2554517,-37.28663952,Rattus exulans
Pomarea mendozae,Endangered,Not a Migrant,no,No studies found,3018,Planned,Mohotani,Marquesas,Pacific Ocean - South East,French Polynesia,-138.8271045,-9.984474252,Rattus exulans
Pampusana stairi,Vulnerable,Not a Migrant,no,No studies found,1282,Successful,Monuriki,Mamanuca Group,Pacific Ocean - South West,Fiji,177.0341259,-17.60955535,Rattus exulans
Cyanoramphus auriceps,Near Threatened,Not a Migrant,no,No studies found,402,Successful,Motuara,Marlborough Sound,Pacific Ocean - South West,New Zealand,174.2750062,-41.09145921,Rattus exulans
Fregetta maoriana,Critically Endangered,Not a Migrant,no,No studies found,980,Successful,Motuopao,Te Paki Islands,Pacific Ocean - South West,New Zealand,172.6376409,-34.47047512,Rattus exulans
Nesofregetta fuliginosa,Endangered,Full migrant,no,No studies found,2443,Successful,NW Fred/Tonga,Line Islands (Kiritimati),Pacific Ocean - North East,Kiribati,-157.4171991,1.849226906,Rattus exulans
Nesofregetta fuliginosa,Endangered,Full migrant,no,No studies found,2439,Successful,NW Nimroona,Line Islands (Kiritimati),Pacific Ocean - North East,Kiribati,-157.4278704,1.830788205,Rattus exulans
Nesofregetta fuliginosa,Endangered,Full migrant,no,No studies found,2457,Successful,NW Tibo,Line Islands (Kiritimati),Pacific Ocean - North East,Kiribati,-157.4401423,1.8459442,Rattus exulans
Nesofregetta fuliginosa,Endangered,Full migrant,no,No studies found,2435,Successful,North Drum,Line Islands (Kiritimati),Pacific Ocean - North East,Kiribati,-157.3904481,1.841577017,Rattus exulans
Pampusana stairi,Vulnerable,Not a Migrant,no,No studies found,1996,Successful,Nu'ulua,Samoan Islands (Western (Aleipata Islands)),Pacific Ocean - South East,Samoa,-171.4102425,-14.07295418,Rattus exulans
Pampusana stairi,Vulnerable,Not a Migrant,no,No studies found,1991,Failed,Nu'utele,Samoan Islands (Western (Aleipata Islands)),Pacific Ocean - South East,Samoa,-171.4228217,-14.0633339,Rattus exulans
Pampusana stairi,Vulnerable,Not a Migrant,no,No studies found,1999,Successful,Nukubasaga,Ringgold Islands,Pacific Ocean - South East,Fiji,-179.2521176,-16.30248731,Rattus exulans
Cyanoramphus auriceps,Near Threatened,Not a Migrant,no,No studies found,322,Successful,Nukuwaiata,Chetwodes Islands,Pacific Ocean - South West,New Zealand,174.0734951,-40.89980499,Rattus exulans
Nesofregetta fuliginosa,Endangered,Full migrant,no,No studies found,2461,Successful,Oasis 1 (East),Line Islands (Kiritimati),Pacific Ocean - North East,Kiribati,-157.3654855,1.807356774,Rattus exulans
Nesofregetta fuliginosa,Endangered,Full migrant,no,No studies found,2462,Successful,Oasis 2,Line Islands (Kiritimati),Pacific Ocean - North East,Kiribati,-157.3684912,1.808720522,Rattus exulans
Nesofregetta fuliginosa,Endangered,Full migrant,no,No studies found,2463,Successful,Oasis 3,Line Islands (Kiritimati),Pacific Ocean - North East,Kiribati,-157.3703833,1.809555237,Rattus exulans
Pterodroma atrata,Endangered,Full migrant,no,Only predation in support,274,Failed,Pitcairn,Pitcairn Islands,Pacific Ocean - South East,Pitcairn,-130.1057887,-25.06985602,Rattus exulans
Pterodroma atrata,Endangered,Full migrant,no,Only predation in support,3212,Failed,Pitcairn,Pitcairn Islands,Pacific Ocean - South East,Pitcairn,-130.1057887,-25.06985602,Rattus exulans
Pampusana stairi,Vulnerable,Not a Migrant,no,No studies found,1988,Successful,Qelelevu (Naqelelevu),Ringgold Islands (Qelelevu),Pacific Ocean - South East,Fiji,-179.1610064,-16.08989402,Rattus exulans
Pterodroma pycrofti,Vulnerable,Full migrant,no,Population study with data in support,891,Successful,Red Mercury (Whakau),Mercury Islands,Pacific Ocean - South West,New Zealand,175.9352706,-36.62414526,Rattus exulans
Nesofregetta fuliginosa,Endangered,Full migrant,no,No studies found,2465,Successful,S Nimroona 1,Line Islands (Kiritimati),Pacific Ocean - North East,Kiribati,-157.4201684,1.822085741,Rattus exulans
Nesofregetta fuliginosa,Endangered,Full migrant,no,No studies found,2466,Successful,S Nimroona 2,Line Islands (Kiritimati),Pacific Ocean - North East,Kiribati,-157.4221347,1.822236094,Rattus exulans
Nesofregetta fuliginosa,Endangered,Full migrant,no,No studies found,2467,Successful,S Nimroona 3,Line Islands (Kiritimati),Pacific Ocean - North East,Kiribati,-157.4187383,1.823517979,Rattus exulans
Nesofregetta fuliginosa,Endangered,Full migrant,no,No studies found,2442,Successful,SE Fred/Tonga,Line Islands (Kiritimati),Pacific Ocean - North East,Kiribati,-157.4135181,1.84454756,Rattus exulans
Nesofregetta fuliginosa,Endangered,Full migrant,no,No studies found,2456,Successful,SW Islet Koil,Line Islands (Kiritimati),Pacific Ocean - North East,Kiribati,-157.365017,1.81985022,Rattus exulans
Nesofregetta fuliginosa,Endangered,Full migrant,no,No studies found,2440,Successful (Reinvaded),SW Nimroona,Line Islands (Kiritimati),Pacific Ocean - North East,Kiribati,-157.4279831,1.827989866,Rattus exulans
Nesofregetta fuliginosa,Endangered,Full migrant,no,No studies found,2455,Successful,SW motu Koil,Line Islands (Kiritimati),Pacific Ocean - North East,Kiribati,-157.362508,1.817092649,Rattus exulans
Fregetta maoriana,Critically Endangered,Not a Migrant,no,No studies found,1145,Successful,Stack B,Mokohinau Islands,Pacific Ocean - South West,New Zealand,175.1038192,-35.90672167,Rattus exulans
Fregetta maoriana,Critically Endangered,Not a Migrant,no,No studies found,1146,Successful,Stack C (Motupapa),Mokohinau Islands,Pacific Ocean - South West,New Zealand,175.1032637,-35.90776592,Rattus exulans
Fregetta maoriana,Critically Endangered,Not a Migrant,no,No studies found,1147,Successful,Stack D,Mokohinau Islands,Pacific Ocean - South West,New Zealand,175.105326,-35.90839037,Rattus exulans
Fregetta maoriana,Critically Endangered,Not a Migrant,no,No studies found,1148,Successful,Stack E,Mokohinau Islands,Pacific Ocean - South West,New Zealand,175.1003526,-35.9115079,Rattus exulans
Fregetta maoriana,Critically Endangered,Not a Migrant,no,No studies found,1149,Successful,Stack F,Mokohinau Islands,Pacific Ocean - South West,New Zealand,175.1011014,-35.91221135,Rattus exulans
Fregetta maoriana,Critically Endangered,Not a Migrant,no,No studies found,1150,Successful,Stack G,Mokohinau Islands,Pacific Ocean - South West,New Zealand,175.1036242,-35.91403606,Rattus exulans
Fregetta maoriana,Critically Endangered,Not a Migrant,no,No studies found,1151,Successful,Stack I,Mokohinau Islands,Pacific Ocean - South West,New Zealand,175.0954641,-35.91690536,Rattus exulans
Fregetta maoriana,Critically Endangered,Not a Migrant,no,No studies found,1152,Successful,Stack J,Mokohinau Islands,Pacific Ocean - South West,New Zealand,175.0983354,-35.91647483,Rattus exulans
Pterodroma pycrofti,Vulnerable,Full migrant,no,Population study with data in support,893,Successful,Stanley (Kawhitu),Mercury Islands,Pacific Ocean - South West,New Zealand,175.8863224,-36.64034801,Rattus exulans
Pampusana erythroptera,Critically Endangered,Not a Migrant,no,No studies found,166,Successful,Taere'ere,Tuamotu Archipelago (Rangiroa),Pacific Ocean - South East,French Polynesia,-147.8403966,-15.1946095,Rattus exulans
Pachycephala jacquinoti,Near Threatened,Not a Migrant,no,No studies found,2001,Unknown,Taula,Vava'u group (Otu Motu Lalo),Pacific Ocean - South East,Tonga,-174.0106991,-18.84753284,Rattus exulans
Pampusana stairi,Vulnerable,Not a Migrant,no,No studies found,1998,Successful,Tauraria,Ringgold Islands (Qelelevu),Pacific Ocean - South East,Fiji,-179.1804231,-16.08243771,Rattus exulans
Ducula galeata,Endangered,Not a Migrant,no,No studies found,23,Failed,Teuaua (Ua-Uka),Marquesas,Pacific Ocean - South East,French Polynesia,-139.5931222,-8.954210196,Rattus exulans
Ducula galeata,Endangered,Not a Migrant,no,No studies found,301,Failed,Teuaua (Ua-Uka),Marquesas,Pacific Ocean - South East,French Polynesia,-139.5931222,-8.954210196,Rattus exulans
Ducula galeata,Endangered,Not a Migrant,no,No studies found,2934,Successful,Teuaua (Ua-Uka),Marquesas,Pacific Ocean - South East,French Polynesia,-139.5931222,-8.954210196,Rattus exulans
Pampusana stairi,Vulnerable,Not a Migrant,no,No studies found,2004,Successful,Tuinibeka,Ringgold Islands (Qelelevu),Pacific Ocean - South East,Fiji,-179.1675751,-16.08374066,Rattus exulans
Pampusana stairi,Vulnerable,Not a Migrant,no,No studies found,2010,Successful,Vetauua (Korotuna),Ringgold Islands,Pacific Ocean - South East,Fiji,-179.4083837,-15.95239162,Rattus exulans
Pampusana stairi,Vulnerable,Not a Migrant,no,No studies found,1278,Successful (Reinvaded),Viwa (Verata),Tailevu Province,Pacific Ocean - South West,Fiji,178.6159459,-17.94113218,Rattus exulans
Fregetta maoriana,Critically Endangered,Not a Migrant,no,No studies found,146,Successful,Whatupuke (Mauiroto),Hen and Chicken Islands,Pacific Ocean - South West,New Zealand,174.7540295,-35.88954011,Rattus exulans
Pterodroma cookii,Vulnerable,Full migrant,no,Population study with all qualities in support,837,Successful,Whenua Hou/ Codfish,Stewart Islands,Pacific Ocean - South West,New Zealand,167.6307704,-46.77341893,Rattus exulans
Cyanoramphus auriceps,Near Threatened,Not a Migrant,no,No studies found,837,Successful,Whenua Hou/ Codfish,Stewart Islands,Pacific Ocean - South West,New Zealand,167.6307704,-46.77341893,Rattus exulans
Eudyptes pachyrhynchus,Near Threatened,Full migrant,no,No studies found,837,Successful,Whenua Hou/ Codfish,Stewart Islands,Pacific Ocean - South West,New Zealand,167.6307704,-46.77341893,Rattus exulans
Cyanoramphus unicolor,Vulnerable,Not a Migrant,no,No studies found,2303,Successful,Antipodes,Antipodes Islands,Pacific Ocean - South West,New Zealand,178.7726033,-49.68867929,Mus musculus
Eudyptes chrysolophus,Vulnerable,Full migrant,no,No studies found,2303,Successful,Antipodes,Antipodes Islands,Pacific Ocean - South West,New Zealand,178.7726033,-49.68867929,Mus musculus
Phoebetria palpebrata,Near Threatened,Full migrant,no,Only predation in support,3141,Planned,Auckland,Auckland Islands,Pacific Ocean - South West,New Zealand,166.1034995,-50.70810335,Mus musculus
Eudyptes chrysolophus,Vulnerable,Full migrant,no,No studies found,3141,Planned,Auckland,Auckland Islands,Pacific Ocean - South West,New Zealand,166.1034995,-50.70810335,Mus musculus
Phoebetria palpebrata,Near Threatened,Full migrant,no,Only predation in support,1143,Failed,Australia,Kerguelen Islands (Golfe du Morbihan),Indian Ocean - West,French Southern Territories,69.85042007,-49.45383115,Mus musculus
Procellaria cinerea,Near Threatened,Full migrant,no,Only predation in support,1143,Failed,Australia,Kerguelen Islands (Golfe du Morbihan),Indian Ocean - West,French Southern Territories,69.85042007,-49.45383115,Mus musculus
Eudyptes chrysolophus,Vulnerable,Full migrant,no,No studies found,1143,Failed,Australia,Kerguelen Islands (Golfe du Morbihan),Indian Ocean - West,French Southern Territories,69.85042007,-49.45383115,Mus musculus
Eudyptes chrysolophus,Vulnerable,Full migrant,no,No studies found,3047,Successful,Bense,Falkland Islands (Bense Islands group),Atlantic Ocean - South,Falkland Islands (Malvinas),-60.52293637,-51.49393691,Mus musculus
Phoebetria palpebrata,Near Threatened,Full migrant,no,Only predation in support,513,Successful,Enderby,Auckland Islands,Pacific Ocean - South West,New Zealand,166.2952138,-50.4973257,Mus musculus
Eudyptes chrysolophus,Vulnerable,Full migrant,no,No studies found,513,Successful,Enderby,Auckland Islands,Pacific Ocean - South West,New Zealand,166.2952138,-50.4973257,Mus musculus
Diomedea dabbenena,Critically Endangered,Full migrant,no,Only predation in support,3027,Planned,Gough,Tristan da Cunha,Atlantic Ocean - South,Saint Helena,-9.94122244,-40.31792375,Mus musculus
Phoebetria fusca,Endangered,Full migrant,no,Only predation in support,3027,Planned,Gough,Tristan da Cunha,Atlantic Ocean - South,Saint Helena,-9.94122244,-40.31792375,Mus musculus
Procellaria cinerea,Near Threatened,Full migrant,no,Only predation in support,3027,Planned,Gough,Tristan da Cunha,Atlantic Ocean - South,Saint Helena,-9.94122244,-40.31792375,Mus musculus
Pterodroma incerta,Endangered,Full migrant,no,Only predation in support,3027,Planned,Gough,Tristan da Cunha,Atlantic Ocean - South,Saint Helena,-9.94122244,-40.31792375,Mus musculus
Rowettia goughensis,Critically Endangered,Not a Migrant,no,Only predation in support,3027,Planned,Gough,Tristan da Cunha,Atlantic Ocean - South,Saint Helena,-9.94122244,-40.31792375,Mus musculus
Thalassarche chlororhynchos,Endangered,Full migrant,no,Only predation in support,3027,Planned,Gough,Tristan da Cunha,Atlantic Ocean - South,Saint Helena,-9.94122244,-40.31792375,Mus musculus
Eudyptes moseleyi,Endangered,Full migrant,no,All studies are not in support,3027,Planned,Gough,Tristan da Cunha,Atlantic Ocean - South,Saint Helena,-9.94122244,-40.31792375,Mus musculus
Eudyptes chrysolophus,Vulnerable,Full migrant,no,No studies found,3050,Successful,Little Bense,Falkland Islands (Bense Islands group),Atlantic Ocean - South,Falkland Islands (Malvinas),-60.51110277,-51.48493937,Mus musculus
Diomedea exulans,Vulnerable,Full migrant,no,Only predation in support,704,Successful,Macquarie,Macquarie Islands,Pacific Ocean - South West,Australia,158.8643089,-54.62839539,Mus musculus
Phoebetria palpebrata,Near Threatened,Full migrant,no,Only predation in support,704,Successful,Macquarie,Macquarie Islands,Pacific Ocean - South West,Australia,158.8643089,-54.62839539,Mus musculus
Thalassarche chrysostoma,Endangered,Full migrant,no,Only predation in support,704,Successful,Macquarie,Macquarie Islands,Pacific Ocean - South West,Australia,158.8643089,-54.62839539,Mus musculus
Diomedea exulans,Vulnerable,Full migrant,no,Only predation in support,3022,Planned,Marion,Prince Edward Islands,Indian Ocean - West,South Africa,37.74039482,-46.90656288,Mus musculus
Phoebetria fusca,Endangered,Full migrant,no,Only predation in support,3022,Planned,Marion,Prince Edward Islands,Indian Ocean - West,South Africa,37.74039482,-46.90656288,Mus musculus
Phoebetria palpebrata,Near Threatened,Full migrant,no,Only predation in support,3022,Planned,Marion,Prince Edward Islands,Indian Ocean - West,South Africa,37.74039482,-46.90656288,Mus musculus
Procellaria cinerea,Near Threatened,Full migrant,no,Only predation in support,3022,Planned,Marion,Prince Edward Islands,Indian Ocean - West,South Africa,37.74039482,-46.90656288,Mus musculus
Thalassarche chrysostoma,Endangered,Full migrant,no,Only predation in support,3022,Planned,Marion,Prince Edward Islands,Indian Ocean - West,South Africa,37.74039482,-46.90656288,Mus musculus
Eudyptes chrysolophus,Vulnerable,Full migrant,no,No studies found,3022,Planned,Marion,Prince Edward Islands,Indian Ocean - West,South Africa,37.74039482,-46.90656288,Mus musculus
Synthliboramphus craveri,Vulnerable,Not a Migrant,no,No studies found,478,Successful,Rasa,Gulf of California (Midriff Islands),Pacific Ocean - North East,Mexico,-112.9798053,28.82381016,Mus musculus
Procellaria cinerea,Near Threatened,Full migrant,no,Only predation in support,966,Failed,Saint-Paul,Amsterdam and St. Paul Islands,Indian Ocean - West,French Southern Territories,77.52352343,-38.72212156,Mus musculus
Eudyptes moseleyi,Endangered,Full migrant,no,All studies are not in support,966,Failed,Saint-Paul,Amsterdam and St. Paul Islands,Indian Ocean - West,French Southern Territories,77.52352343,-38.72212156,Mus musculus
Phoebastria immutabilis,Near Threatened,Full migrant,no,Only predation in support,3118,Planned,Sand,Hawaiian Islands (Midway Atoll),Pacific Ocean - North East,United States,-177.378933,28.20777515,Mus musculus
Phoebetria palpebrata,Near Threatened,Full migrant,no,Only predation in support,2308,Successful,South Georgia,South Georgia Islands,Atlantic Ocean - South,South Georgia and the South Sandwich Islands,-36.6802295,-54.37892661,Mus musculus
Eudyptes chrysolophus,Vulnerable,Full migrant,no,No studies found,2308,Successful,South Georgia,South Georgia Islands,Atlantic Ocean - South,South Georgia and the South Sandwich Islands,-36.6802295,-54.37892661,Mus musculus
