scientificName,synth_col,redlistCategory,Migratory status,single_island_endemic,Eradication.ID,Status (Eradication),seasonal,Island.Name,Archipelago,Region,Country,geom,Rodent_attributed_final
Phoebetria palpebrata,No studies found,Near Threatened,Full migrant,no,415,Successful,2,Campbell,Campbell Islands,Pacific Ocean - South West,New Zealand,169.1670251|-52.54380497,Rattus norvegicus
Fratercula arctica,Population study with data in support,Vulnerable,Full migrant,no,928,Successful,2,Canna,Scotland Islands (Inner Hebrides),Atlantic Ocean - North,United Kingdom,-6.55100045|57.05673038,Rattus norvegicus
Fratercula arctica,Population study with data in support,Vulnerable,Full migrant,no,193,Successful,2,Cardigan,null,Atlantic Ocean - North,United Kingdom,-4.68945477|52.13179327,Rattus norvegicus
Cinclodes antarcticus,Population study with all qualities in support,Near Threatened,Not a Migrant,no,1260,Successful,1,Centre,Falkland Islands (Salvador Waters),Atlantic Ocean - South,Falkland Islands (Malvinas),-58.30821873|-51.42338212,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,1260,Successful,2,Centre,Falkland Islands (Salvador Waters),Atlantic Ocean - South,Falkland Islands (Malvinas),-58.30821873|-51.42338212,Rattus norvegicus
Hymenolaimus malacorhynchos,All studies are not in support,Endangered,Not a Migrant,no,2680,Unknown,1,Centre,Lake Te Anau,Pacific Ocean - South West,New Zealand,167.7734997|-45.23421795,Rattus norvegicus
Eudyptes chrysolophus,No studies found,Vulnerable,Full migrant,no,1260,Successful,2,Centre,Falkland Islands (Salvador Waters),Atlantic Ocean - South,Falkland Islands (Malvinas),-58.30821873|-51.42338212,Rattus norvegicus
Coturnix novaezelandiae,No studies found,Extinct,Not a Migrant,no,2680,Unknown,1,Centre,Lake Te Anau,Pacific Ocean - South West,New Zealand,167.7734997|-45.23421795,Rattus norvegicus
Cyanoramphus auriceps,No studies found,Near Threatened,Not a Migrant,no,2680,Unknown,1,Centre,Lake Te Anau,Pacific Ocean - South West,New Zealand,167.7734997|-45.23421795,Rattus norvegicus
Cyanoramphus malherbi,No studies found,Critically Endangered,Not a Migrant,yes,2680,Unknown,1,Centre,Lake Te Anau,Pacific Ocean - South West,New Zealand,167.7734997|-45.23421795,Rattus norvegicus
Mergus australis,No studies found,Extinct,Not a Migrant,no,2680,Unknown,1,Centre,Lake Te Anau,Pacific Ocean - South West,New Zealand,167.7734997|-45.23421795,Rattus norvegicus
Nestor meridionalis,No studies found,Vulnerable,Not a Migrant,no,2680,Unknown,1,Centre,Lake Te Anau,Pacific Ocean - South West,New Zealand,167.7734997|-45.23421795,Rattus norvegicus
Turnagra capensis,No studies found,Extinct,Not a Migrant,yes,2680,Unknown,1,Centre,Lake Te Anau,Pacific Ocean - South West,New Zealand,167.7734997|-45.23421795,Rattus norvegicus
Cinclodes antarcticus,Population study with all qualities in support,Near Threatened,Not a Migrant,no,1261,Successful,1,Chain,Falkland Islands (Beaver Island Group),Atlantic Ocean - South,Falkland Islands (Malvinas),-61.22347235|-51.87145471,Rattus norvegicus
Eudyptes chrysolophus,No studies found,Vulnerable,Full migrant,no,1261,Successful,2,Chain,Falkland Islands (Beaver Island Group),Atlantic Ocean - South,Falkland Islands (Malvinas),-61.22347235|-51.87145471,Rattus norvegicus
Cinclodes antarcticus,Population study with all qualities in support,Near Threatened,Not a Migrant,no,1262,Successful,1,Chain Islet,Falkland Islands (Beaver Island Group),Atlantic Ocean - South,Falkland Islands (Malvinas),-61.22009346|-51.86989376,Rattus norvegicus
Eudyptes chrysolophus,No studies found,Vulnerable,Full migrant,no,1262,Successful,2,Chain Islet,Falkland Islands (Beaver Island Group),Atlantic Ocean - South,Falkland Islands (Malvinas),-61.22009346|-51.86989376,Rattus norvegicus
Onychoprion aleuticus,No studies found,Vulnerable,Full migrant,no,3145,Trial or Research only,2,Channel 1,Aleutian Islands (Adak Island (Bay of Islands-Channel Islands Group)),Pacific Ocean - North East,United States,-176.8151918|51.81273212,Rattus norvegicus
Ptychoramphus aleuticus,No studies found,Near Threatened,Not a Migrant,no,3145,Trial or Research only,3,Channel 1,Aleutian Islands (Adak Island (Bay of Islands-Channel Islands Group)),Pacific Ocean - North East,United States,-176.8151918|51.81273212,Rattus norvegicus
Onychoprion aleuticus,No studies found,Vulnerable,Full migrant,no,3146,Trial or Research only,2,Channel 4,Aleutian Islands (Adak Island (Bay of Islands-Channel Islands Group)),Pacific Ocean - North East,United States,-176.8189221|51.8111058,Rattus norvegicus
Ptychoramphus aleuticus,No studies found,Near Threatened,Not a Migrant,no,3146,Trial or Research only,3,Channel 4,Aleutian Islands (Adak Island (Bay of Islands-Channel Islands Group)),Pacific Ocean - North East,United States,-176.8189221|51.8111058,Rattus norvegicus
Fratercula arctica,Population study with data in support,Vulnerable,Full migrant,no,1257,Successful,2,Chretien,Molene Archipelago,Atlantic Ocean - North,France,-4.938677378|48.37888199,Rattus norvegicus
Zosterops modestus,Population study without data in support,Vulnerable,Not a Migrant,no,1705,Successful,1,Conception,Seychelles,Indian Ocean - West,Seychelles,55.36636899|-4.66363302,Rattus norvegicus
Falco araeus,No studies found,Vulnerable,Not a Migrant,no,1705,Successful,1,Conception,Seychelles,Indian Ocean - West,Seychelles,55.36636899|-4.66363302,Rattus norvegicus
Onychoprion aleuticus,No studies found,Vulnerable,Full migrant,no,1863,Trial or Research only,2,Cormorant,Aleutian Islands (Adak Island (Bay of Islands)),Pacific Ocean - North East,United States,-176.8091166|51.81025253,Rattus norvegicus
Ptychoramphus aleuticus,No studies found,Near Threatened,Not a Migrant,no,1863,Trial or Research only,3,Cormorant,Aleutian Islands (Adak Island (Bay of Islands)),Pacific Ocean - North East,United States,-176.8091166|51.81025253,Rattus norvegicus
Cinclodes antarcticus,Population study with all qualities in support,Near Threatened,Not a Migrant,no,1108,Successful (Reinvaded),1,Cucumber,Falkland Islands (Beaver Island Group),Atlantic Ocean - South,Falkland Islands (Malvinas),-61.20488021|-51.83180353,Rattus norvegicus
Eudyptes chrysolophus,No studies found,Vulnerable,Full migrant,no,1108,Successful (Reinvaded),2,Cucumber,Falkland Islands (Beaver Island Group),Atlantic Ocean - South,Falkland Islands (Malvinas),-61.20488021|-51.83180353,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,1202,Successful,2,David Rocks - A,Hauraki Gulf (Noises Group),Pacific Ocean - South West,New Zealand,174.9980202|-36.69881154,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,1203,Successful,2,David Rocks - B,Hauraki Gulf (Noises Group),Pacific Ocean - South West,New Zealand,174.9974758|-36.70092047,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,1204,Successful,2,David Rocks - C,Hauraki Gulf (Noises Group),Pacific Ocean - South West,New Zealand,174.9974758|-36.70092047,Rattus norvegicus
Hymenolaimus malacorhynchos,All studies are not in support,Endangered,Not a Migrant,no,2653,Successful,1,Doubtful Centre,Lake Te Anau,Pacific Ocean - South West,New Zealand,167.6880875|-45.19743743,Rattus norvegicus
Coturnix novaezelandiae,No studies found,Extinct,Not a Migrant,no,2653,Successful,1,Doubtful Centre,Lake Te Anau,Pacific Ocean - South West,New Zealand,167.6880875|-45.19743743,Rattus norvegicus
Cyanoramphus auriceps,No studies found,Near Threatened,Not a Migrant,no,2653,Successful,1,Doubtful Centre,Lake Te Anau,Pacific Ocean - South West,New Zealand,167.6880875|-45.19743743,Rattus norvegicus
Cyanoramphus malherbi,No studies found,Critically Endangered,Not a Migrant,yes,2653,Successful,1,Doubtful Centre,Lake Te Anau,Pacific Ocean - South West,New Zealand,167.6880875|-45.19743743,Rattus norvegicus
Mergus australis,No studies found,Extinct,Not a Migrant,no,2653,Successful,1,Doubtful Centre,Lake Te Anau,Pacific Ocean - South West,New Zealand,167.6880875|-45.19743743,Rattus norvegicus
Nestor meridionalis,No studies found,Vulnerable,Not a Migrant,no,2653,Successful,1,Doubtful Centre,Lake Te Anau,Pacific Ocean - South West,New Zealand,167.6880875|-45.19743743,Rattus norvegicus
Turnagra capensis,No studies found,Extinct,Not a Migrant,yes,2653,Successful,1,Doubtful Centre,Lake Te Anau,Pacific Ocean - South West,New Zealand,167.6880875|-45.19743743,Rattus norvegicus
Onychoprion aleuticus,No studies found,Vulnerable,Full migrant,no,3098,Trial or Research only,2,Duh,Aleutian Islands (Adak Island (Bay of Islands)),Pacific Ocean - North East,United States,-176.7584939|51.80256065,Rattus norvegicus
Ptychoramphus aleuticus,No studies found,Near Threatened,Not a Migrant,no,3098,Trial or Research only,3,Duh,Aleutian Islands (Adak Island (Bay of Islands)),Pacific Ocean - North East,United States,-176.7584939|51.80256065,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,1166,Successful (Reinvaded),2,East Atoll,Bay of Islands (Black Rocks),Pacific Ocean - South West,New Zealand,174.0804658|-35.20201921,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,1109,Successful,2,Ella's,Falkland Islands (North East Island Group),Atlantic Ocean - South,Falkland Islands (Malvinas),-58.38011549|-52.00809902,Rattus norvegicus
Cinclodes antarcticus,Population study with all qualities in support,Near Threatened,Not a Migrant,no,1836,Successful,1,First Passage,Falkland Islands,Atlantic Ocean - South,Falkland Islands (Malvinas),-60.68042804|-51.6470221,Rattus norvegicus
Eudyptes chrysolophus,No studies found,Vulnerable,Full migrant,no,1836,Successful,2,First Passage,Falkland Islands,Atlantic Ocean - South,Falkland Islands (Malvinas),-60.68042804|-51.6470221,Rattus norvegicus
Fratercula arctica,Population study with data in support,Vulnerable,Full migrant,no,3225,Successful,2,Flat Holm,Bristol Channel,Atlantic Ocean - North,United Kingdom,-3.12086531|51.37748955,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,2270,Successful (Reinvaded),2,Flat Top Rock,Bay of Islands (Black Rocks),Pacific Ocean - South West,New Zealand,174.1110981|-35.20101649,Rattus norvegicus
Fratercula arctica,Population study with data in support,Vulnerable,Full migrant,no,71,Successful,2,Flatey,null,Atlantic Ocean - North,Iceland,-22.91189441|65.3753527,Rattus norvegicus
Zosterops modestus,Population study without data in support,Vulnerable,Not a Migrant,no,450,Successful,1,Fregate,Seychelles,Indian Ocean - West,Seychelles,55.9415527|-4.585436726,Rattus norvegicus
Zosterops modestus,Population study without data in support,Vulnerable,Not a Migrant,no,14,Failed,1,Fregate,Seychelles,Indian Ocean - West,Seychelles,55.9415527|-4.585436726,Rattus norvegicus
Copsychus sechellarum,All studies are not in support,Endangered,Not a Migrant,no,450,Successful,1,Fregate,Seychelles,Indian Ocean - West,Seychelles,55.9415527|-4.585436726,Rattus norvegicus
Copsychus sechellarum,All studies are not in support,Endangered,Not a Migrant,no,14,Failed,1,Fregate,Seychelles,Indian Ocean - West,Seychelles,55.9415527|-4.585436726,Rattus norvegicus
Cinclodes antarcticus,Population study with all qualities in support,Near Threatened,Not a Migrant,no,2320,To Be Confirmed,1,Ghost,Falkland Islands (Bleaker Island Group),Atlantic Ocean - South,Falkland Islands (Malvinas),-58.83078911|-52.1898344,Rattus norvegicus
Cinclodes antarcticus,Population study with all qualities in support,Near Threatened,Not a Migrant,no,60,Successful (Reinvaded),1,Governor,Falkland Islands (Beaver Island Group),Atlantic Ocean - South,Falkland Islands (Malvinas),-61.1862073|-51.85571637,Rattus norvegicus
Eudyptes chrysolophus,No studies found,Vulnerable,Full migrant,no,60,Successful (Reinvaded),2,Governor,Falkland Islands (Beaver Island Group),Atlantic Ocean - South,Falkland Islands (Malvinas),-61.1862073|-51.85571637,Rattus norvegicus
Cinclodes antarcticus,Population study with all qualities in support,Near Threatened,Not a Migrant,no,3044,To Be Confirmed,1,Great,Falkland Islands (Falkland Sound),Atlantic Ocean - South,Falkland Islands (Malvinas),-59.69595956|-51.96457667,Rattus norvegicus
Eudyptes chrysolophus,No studies found,Vulnerable,Full migrant,no,3044,To Be Confirmed,2,Great,Falkland Islands (Falkland Sound),Atlantic Ocean - South,Falkland Islands (Malvinas),-59.69595956|-51.96457667,Rattus norvegicus
Onychoprion aleuticus,No studies found,Vulnerable,Full migrant,no,1850,Trial or Research only,2,Green,Aleutian Islands (Adak Island (Bay of Islands)),Pacific Ocean - North East,United States,-176.8353723|51.81316092,Rattus norvegicus
Ptychoramphus aleuticus,No studies found,Near Threatened,Not a Migrant,no,1850,Trial or Research only,3,Green,Aleutian Islands (Adak Island (Bay of Islands)),Pacific Ocean - North East,United States,-176.8353723|51.81316092,Rattus norvegicus
Fratercula arctica,Population study with data in support,Vulnerable,Full migrant,no,2217,Successful,2,Gugh,Isles of Scilly,Atlantic Ocean - North,United Kingdom,-6.33195332|49.89373835,Rattus norvegicus
Fratercula arctica,Population study with data in support,Vulnerable,Full migrant,no,3205,Successful (Reinvaded),2,Handa,Scotland Islands,Atlantic Ocean - North,United Kingdom,-5.18759093|58.38076152,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,1875,Successful,2,Hat,Bay of Islands (Urupukapuka),Pacific Ocean - South West,New Zealand,174.2524414|-35.21722652,Rattus norvegicus
Himantopus novaezelandiae,No studies found,Critically Endangered,Not a Migrant,no,856,Successful,1,Hauturu (Clark),Whangamata,Pacific Ocean - South West,New Zealand,175.8911439|-37.21433414,Rattus norvegicus
Ardenna grisea,Population study without data in support,Near Threatened,Full migrant,no,1110,Successful,2,Hutchy's,Falkland Islands (North East Island Group),Atlantic Ocean - South,Falkland Islands (Malvinas),-58.38867596|-52.00793235,Rattus norvegicus
Onychoprion aleuticus,No studies found,Vulnerable,Full migrant,no,1893,Trial or Research only,2,Ina,Aleutian Islands (Adak Island (Bay of Islands)),Pacific Ocean - North East,United States,-176.7559322|51.79897735,Rattus norvegicus
Ptychoramphus aleuticus,No studies found,Near Threatened,Not a Migrant,no,1893,Trial or Research only,3,Ina,Aleutian Islands (Adak Island (Bay of Islands)),Pacific Ocean - North East,United States,-176.7559322|51.79897735,Rattus norvegicus
Cinclodes antarcticus,Population study with all qualities in support,Near Threatened,Not a Migrant,no,48,Successful,1,Inner North West,Falkland Islands (North West Island Group),Atlantic Ocean - South,Falkland Islands (Malvinas),-59.18891226|-51.58629073,Rattus norvegicus
Cinclodes antarcticus,Population study with all qualities in support,Near Threatened,Not a Migrant,no,53,Successful (Reinvaded),1,Inner North West,Falkland Islands (North West Island Group),Atlantic Ocean - South,Falkland Islands (Malvinas),-59.18891226|-51.58629073,Rattus norvegicus
Eudyptes chrysolophus,No studies found,Vulnerable,Full migrant,no,48,Successful,2,Inner North West,Falkland Islands (North West Island Group),Atlantic Ocean - South,Falkland Islands (Malvinas),-59.18891226|-51.58629073,Rattus norvegicus
Eudyptes chrysolophus,No studies found,Vulnerable,Full migrant,no,53,Successful (Reinvaded),2,Inner North West,Falkland Islands (North West Island Group),Atlantic Ocean - South,Falkland Islands (Malvinas),-59.18891226|-51.58629073,Rattus norvegicus
Apteryx mantelli,All studies are not in support,Vulnerable,Not a Migrant,no,888,Successful,1,Kapiti,Kapiti Islands,Pacific Ocean - South West,New Zealand,174.9113428|-40.85674274,Rattus norvegicus
Coturnix novaezelandiae,No studies found,Extinct,Not a Migrant,no,888,Successful,1,Kapiti,Kapiti Islands,Pacific Ocean - South West,New Zealand,174.9113428|-40.85674274,Rattus norvegicus
Mergus australis,No studies found,Extinct,Not a Migrant,no,888,Successful,1,Kapiti,Kapiti Islands,Pacific Ocean - South West,New Zealand,174.9113428|-40.85674274,Rattus norvegicus
Nestor meridionalis,No studies found,Vulnerable,Not a Migrant,no,888,Successful,1,Kapiti,Kapiti Islands,Pacific Ocean - South West,New Zealand,174.9113428|-40.85674274,Rattus norvegicus
Philesturnus rufusater,No studies found,Near Threatened,Not a Migrant,no,888,Successful,1,Kapiti,Kapiti Islands,Pacific Ocean - South West,New Zealand,174.9113428|-40.85674274,Rattus norvegicus
Turnagra tanagra,No studies found,Extinct,Not a Migrant,yes,888,Successful,1,Kapiti,Kapiti Islands,Pacific Ocean - South West,New Zealand,174.9113428|-40.85674274,Rattus norvegicus
Cinclodes antarcticus,Population study with all qualities in support,Near Threatened,Not a Migrant,no,1270,Successful,1,Knoll,Falkland Islands,Atlantic Ocean - South,Falkland Islands (Malvinas),-60.77020907|-52.14127421,Rattus norvegicus
