OBJECTID,Eradication ID,Common Name,Scientific Name,Type (Animal),Year of Introduction,Data Quality,Eradication Start Date,Eradication End Date,Status (Eradication),Type (Eradication),Primary Eradication Method,Secondary Eradication Method,Tertiary Eradication Method,Primary Baiting Method,Secondary Baiting Method,Primary Toxicant,Secondary Toxicant,Contact Name,Contact Organization,Organization_Website,Island Code,Island Name,Region,Country,Archipelago,Latitude,Longitude,Area (sq km),Human Population
458,618,Black Rat,Rattus rattus,Rodent,1900,Good,2011,2011,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,Hand Broadcast,Brodifacoum,NA,Springer; Keith,Tasmania Parks and Wildlife Service,http://www.parks.tas.gov.au/index.aspx?base=13013,20167,Macquarie,Pacific Ocean - South West,Australia,Macquarie Islands,-54.62839539,158.8643089,129.5628917,11 - 100
524,704,House Mouse,Mus musculus,Rodent,1830,Good,2011,2011,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,Hand Broadcast,Brodifacoum,NA,Springer; Keith,Tasmania Parks and Wildlife Service,http://www.parks.tas.gov.au/index.aspx?base=13013,20167,Macquarie,Pacific Ocean - South West,Australia,Macquarie Islands,-54.62839539,158.8643089,129.5628917,11 - 100
1143,1834,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2011,2015,Successful,Restricted Range,Toxicant,NA,NA,Aerial Broadcast,Hand Broadcast,Brodifacoum,NA,null,null,null,389876,South Georgia,Atlantic Ocean - South,South Georgia and the South Sandwich Islands,South Georgia Islands,-54.37892661,-36.6802295,3502.330946,11 - 100
1430,2308,House Mouse,Mus musculus,Rodent,null,Good,2011,2015,Successful,Restricted Range,Toxicant,NA,NA,Aerial Broadcast,Hand Broadcast,Brodifacoum,NA,null,null,null,389876,South Georgia,Atlantic Ocean - South,South Georgia and the South Sandwich Islands,South Georgia Islands,-54.37892661,-36.6802295,3502.330946,11 - 100
1601,2831,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2014,2014,Successful,Incursion Response,Toxicant,NA,NA,Hand Broadcast,NA,Brodifacoum,NA,null,null,null,389876,South Georgia,Atlantic Ocean - South,South Georgia and the South Sandwich Islands,South Georgia Islands,-54.37892661,-36.6802295,3502.330946,11 - 100
906,1172,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2000,2000,Successful,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Brodifacoum,NA,Unknown,Unknown,Unknown,77777322,Grass,Atlantic Ocean - South,South Georgia and the South Sandwich Islands,South Georgia Islands (Stromness Bay),-54.1587183,-36.66693401,0.256450902,None
1151,1846,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2010,2015,Successful,Whole Island,Toxicant,Toxicant,NA,Aerial Broadcast,NA,Brodifacoum,NA,null,null,null,395269,Saddle,Atlantic Ocean - South,South Georgia and the South Sandwich Islands,South Georgia Islands,-54.13969217,-37.74918485,1.031319752,None
320,415,Brown / Norway Rat,Rattus norvegicus,Rodent,1810,Good,2001,2001,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,McClelland; Pete,NZ Dept. of Conservation,null,459032,Campbell,Pacific Ocean - South West,New Zealand,Campbell Islands,-52.54380497,169.1670251,116.3458594,11 - 100
1002,1271,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2011,2011,Successful,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Brodifacoum,NA,Poncet; S.,Falklands Conservation,null,388872,Lion Creek Outer,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (Eagle Passage),-52.285471,-59.50527962,0.127457847,None
994,1263,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2011,2011,Successful,Whole Island,Toxicant,NA,NA,Bait Station,NA,Brodifacoum,NA,Poncet; S.,Falklands Conservation,null,388988,Flores Harbour,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (Eagle Passage),-52.22837058,-59.5911832,0.276616301,None
1446,2325,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2012,2012,Successful,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Brodifacoum,NA,Poncet; S.,Falklands Conservation,null,389093,Third,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (Bleaker Island Group),-52.20368325,-58.87648124,0.040751169,None
1441,2320,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2012,2012,To Be Confirmed,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Brodifacoum,NA,Poncet; S.,Falklands Conservation,null,388799,Ghost,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (Bleaker Island Group),-52.1898344,-58.83078911,0.045465441,None
45,58,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2006,2006,Successful,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Brodifacoum,NA,Poncet; S.,Falklands Conservation,null,389009,Halt,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (Bleaker Island Group),-52.18890701,-58.87858561,0.180623087,None
1001,1270,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2010,2010,Successful,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Brodifacoum,NA,Poncet; S.,Falklands Conservation,null,388925,Knoll,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands,-52.14127421,-60.77020907,1.048359999,None
852,1109,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2003,2003,Successful,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Brodifacoum,NA,Poncet; S.,Falklands Conservation,null,388861,Ella's,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (North East Island Group),-52.00809902,-58.38011549,0.048982829,None
853,1110,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2003,2003,Successful,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Brodifacoum,NA,Poncet; S.,Falklands Conservation,null,389348,Hutchy's,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (North East Island Group),-52.00793235,-58.38867596,0.22571994,None
44,57,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2003,2003,Successful,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Brodifacoum,NA,Poncet; S.,Falklands Conservation,null,388863,North East,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (North East Island Group),-52.00660522,-58.36856044,3.458347176,None
903,1167,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2003,2003,Successful,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Brodifacoum,NA,Poncet; S.,Falklands Conservation,null,389347,Pete's,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (North East Island Group),-52.00523385,-58.39539334,0.003226314,None
1443,2322,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2012,2012,Successful,Whole Island,Toxicant,NA,NA,Hand Broadcast,Bait Station,Brodifacoum,NA,Poncet; S.,Falklands Conservation,null,388973,Sea Dog,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands,-52.00454386,-61.09497158,0.311478603,None
2058,3052,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2016,2016,To Be Confirmed,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Brodifacoum,NA,Poncet; S.,Falklands Conservation,null,389090,Tickle Islet,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (Falkland Sound),-51.99654987,-59.67021076,0.010766561,None
2051,3045,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2016,2016,To Be Confirmed,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Brodifacoum,NA,Poncet; S.,Falklands Conservation,null,389091,Tickle,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (Falkland Sound),-51.99217568,-59.65462602,1.039783115,None
2050,3044,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2016,2016,To Be Confirmed,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Brodifacoum,NA,Poncet; S.,Falklands Conservation,null,388808,Great,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (Falkland Sound),-51.96457667,-59.69595956,11.70085571,1-Oct
43,56,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2009,2009,Successful,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Diphacinone,NA,Poncet; S.,Falklands Conservation,null,389343,Little Samuel,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (Choiseul Sound),-51.95276053,-58.66276017,0.351890184,None
915,1180,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2009,2009,Successful,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Diphacinone,NA,Poncet; S.,Falklands Conservation,null,389342,Big Samuel South Islet,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (Choiseul Sound),-51.95009598,-58.68573614,0.009023602,None
916,1181,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2009,2009,Successful,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Diphacinone,NA,Poncet; S.,Falklands Conservation,null,389337,Big Samuel Southwest Islet,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (Choiseul Sound),-51.94601459,-58.68806647,0.006045614,None
42,55,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2009,2009,Successful,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Diphacinone,NA,Poncet; S.,Falklands Conservation,null,389340,Big Samuel,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (Choiseul Sound),-51.94261946,-58.66832992,0.681953026,None
917,1182,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2009,2009,Successful,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Diphacinone,NA,Poncet; S.,Falklands Conservation,null,389075,Big Samuel West Tied Islets,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (Choiseul Sound),-51.94240571,-58.69209435,0.044774953,None
1444,2323,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2011,2011,Successful,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Brodifacoum,NA,Poncet; S.,Falklands Conservation,null,388888,Sea Lion,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (Choiseul Sound),-51.92905034,-58.72374531,1.355296784,None
913,1178,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2009,2009,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Diphacinone,NA,Poncet; S.,Falklands Conservation,null,463637,Sniper,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (Choiseul Sound),-51.91712011,-58.5047867,0.046622287,None
46,59,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2009,2009,Successful,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Diphacinone,NA,Poncet; S.,Falklands Conservation,null,388830,Tea,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (Beaver Island Group),-51.90310617,-61.17215022,3.165054042,None
1008,1277,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2010,2010,Successful,Whole Island,Toxicant,NA,NA,Bait Station,Hand Broadcast,Brodifacoum,NA,Poncet; S.,Falklands Conservation,null,388831,Staats,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (Beaver Island Group),-51.89042225,-61.18892753,4.796127549,None
52,66,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2007,2007,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Diphacinone,NA,Parks Canada,Parks Canada,null,389331,Skull Bay,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (Weddell Island Group),-51.88749619,-61.13813888,0.058152479,None
1445,2324,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2012,2012,Successful,Whole Island,Toxicant,NA,NA,Bait Station,NA,Brodifacoum,NA,Poncet; S.,Falklands Conservation,null,389331,Skull Bay,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (Weddell Island Group),-51.88749619,-61.13813888,0.058152479,None
49,62,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2007,2007,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Diphacinone,NA,Poncet; S.,Falklands Conservation,null,389329,Green,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (Beaver Island Group),-51.87157115,-61.2094622,0.22665033,None
992,1261,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2007,2007,Successful,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Diphacinone,NA,Poncet; S.,Falklands Conservation,null,389198,Chain,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (Beaver Island Group),-51.87145471,-61.22347235,0.054905432,None
2080,3156,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2015,2015,Successful,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Brodifacoum,NA,Poncet; S.,Falklands Conservation,null,389171,Kate,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (Kelp Islands),-51.87030172,-58.20229458,0.036722993,None
993,1262,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Satisfactory,2007,2007,Successful,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Diphacinone,NA,Poncet; S.,Falklands Conservation,null,389330,Chain Islet,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (Beaver Island Group),-51.86989376,-61.22009346,0.010926336,None
1003,1272,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2007,2007,Successful,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Diphacinone,NA,Poncet; S.,Falklands Conservation,null,389332,Little Coffin Islet,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (Beaver Island Group),-51.86844372,-61.15450535,0.00608546,None
30,43,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2001,2001,Successful,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Brodifacoum,NA,Poncet; S.,Falklands Conservation,null,389283,Double,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (Queen Charlotte Bay),-51.86750858,-60.50933147,0.049331566,None
2049,3043,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2015,2015,Successful,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Brodifacoum,NA,Poncet; S.,Falklands Conservation,null,389192,James,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (Kelp Islands),-51.86533044,-58.198899,0.016531622,None
51,64,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2007,2007,Successful,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Diphacinone,NA,Poncet; S.,Falklands Conservation,null,389333,Little Coffin,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (Beaver Island Group),-51.86509581,-61.16089066,0.184154894,None
29,42,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2001,2001,Successful,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Brodifacoum,NA,Poncet; S.,Falklands Conservation,null,389072,Outer,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (Queen Charlotte Bay),-51.86374686,-60.52503284,0.195842749,None
47,60,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2008,2008,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Diphacinone,NA,Poncet; S.,Falklands Conservation,null,388860,Governor,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (Beaver Island Group),-51.85571637,-61.1862073,2.463568759,None
2048,3041,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2015,2015,Successful,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Brodifacoum,NA,Poncet; S.,Falklands Conservation,null,389193,Sam,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (Kelp Islands),-51.8545957,-58.18932024,0.04733444,None
856,1113,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2007,2007,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Diphacinone,NA,Poncet; S.,Falklands Conservation,null,389322,Stick-in-the-mud,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (Weddell Island Group),-51.84797603,-61.16700055,0.01625632,None
1169,1867,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2010,2010,Successful,Whole Island,Toxicant,NA,NA,Hand Broadcast,Bait Station,Brodifacoum,NA,Poncet; S.,Falklands Conservation,null,389322,Stick-in-the-mud,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (Weddell Island Group),-51.84797603,-61.16700055,0.01625632,None
918,1183,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2002,2002,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Brodifacoum,NA,Poncet; S.,Falklands Conservation,null,88888018,Rat,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (Beaver Island Group),-51.84443,-61.21992,0.007814168,None
1442,2321,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2010,2010,Successful,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Brodifacoum,NA,Poncet; S.,Falklands Conservation,null,88888018,Rat,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (Beaver Island Group),-51.84443,-61.21992,0.007814168,None
291,373,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2001,2001,Successful,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Brodifacoum,NA,Poncet; S.,Falklands Conservation,null,389073,Harpoon,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (Queen Charlotte Bay),-51.84212327,-60.52761078,0.044172768,None
855,1112,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2002,2002,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Brodifacoum,NA,Poncet; S.,Falklands Conservation,null,389335,Rookery,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (Beaver Island Group),-51.83737881,-61.21512997,0.251802955,None
1156,1851,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2010,2010,Successful,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Brodifacoum,NA,Poncet; S.,Falklands Conservation,null,389335,Rookery,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (Beaver Island Group),-51.83737881,-61.21512997,0.251802955,None
851,1108,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2002,2002,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Brodifacoum,NA,Poncet; S.,Falklands Conservation,null,389316,Cucumber,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (Beaver Island Group),-51.83180353,-61.20488021,0.025575672,None
1000,1269,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2010,2010,Successful,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Brodifacoum,NA,Poncet; S.,Falklands Conservation,null,389046,High Cliff South Islet,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (High Cliff Island Group),-51.82877171,-59.4909334,0.005676568,None
999,1268,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2010,2010,Successful,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Brodifacoum,NA,Poncet; S.,Falklands Conservation,null,464137,High Cliff North Islet,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (High Cliff Island Group),-51.82669813,-59.48884015,0.001157289,None
998,1267,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2010,2010,Successful,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Brodifacoum,NA,Poncet; S.,Falklands Conservation,null,389047,High Cliff West,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (High Cliff Island Group),-51.82615583,-59.50541511,0.099929212,None
854,1111,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2007,2007,Successful,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Diphacinone,NA,Poncet; S.,Falklands Conservation,null,389323,Letterbox,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (Weddell Islands),-51.82482095,-61.14881485,0.025258121,None
997,1266,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2010,2010,Successful,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Brodifacoum,NA,Poncet; S.,Falklands Conservation,null,389049,High Cliff East,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (High Cliff Island Group),-51.82119341,-59.48009937,0.10690541,None
995,1264,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2007,2007,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Diphacinone,NA,Poncet; S.,Falklands Conservation,null,389074,Green,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (Queen Charlotte Bay),-51.81710297,-60.55145736,0.171642677,None
996,1265,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2010,2010,Successful,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Brodifacoum,NA,Poncet; S.,Falklands Conservation,null,389050,High Cliff,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (High Cliff Island Group),-51.80848222,-59.48173963,0.058337045,None
50,63,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2007,2007,Successful,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Diphacinone,NA,Poncet; S.,Falklands Conservation,null,389200,Channel Southeast,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (Beaver Island Group),-51.80554911,-61.19417812,0.219381084,None
850,1106,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2009,2009,Successful,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Diphacinone,NA,Poncet; S.,Falklands Conservation,null,389353,Amy (Outer Knob),Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (The Knobs),-51.80537119,-58.14083846,0.06890891,None
48,61,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2009,2009,Successful,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Diphacinone,NA,Poncet; S.,Falklands Conservation,null,389181,Pitt,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (Weddell Islands),-51.80536193,-61.06019781,0.445693418,None
909,1175,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2009,2009,Successful,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Diphacinone,NA,Poncet; S.,Falklands Conservation,null,389354,The Knobs,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (The Knobs),-51.80268294,-58.16004537,0.075063612,None
1158,1854,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2007,2007,Successful,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Diphacinone,NA,Poncet; S.,Falklands Conservation,null,389201,Channel Northwest,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (Beaver Island Group),-51.80017802,-61.20135923,0.24164605,None
910,1177,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2009,2009,Successful,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Diphacinone,NA,Poncet; S.,Falklands Conservation,null,463638,The Knobs Islet,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (The Knobs),-51.79703928,-58.168774,0.006454863,None
2010,3030,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2014,2014,Successful,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Brodifacoum,NA,Poncet; S.,Falklands Conservation,null,388902,East,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands,-51.7898587,-58.06648869,1.441119486,None
22,31,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2001,2001,Successful,Whole Island,Toxicant,NA,NA,Bait Station,NA,Brodifacoum,NA,Poncet; S.,Falklands Conservation,null,388955,Bottom,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (Blanco Bay),-51.67349968,-57.72764503,0.097688396,None
23,32,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2001,2001,Successful,Whole Island,Toxicant,NA,NA,Bait Station,NA,Brodifacoum,NA,Poncet; S.,Falklands Conservation,null,388956,Top,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (Blanco Bay),-51.67238694,-57.74516621,0.155082523,None
1144,1836,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2011,2011,Successful,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Brodifacoum,NA,Poncet; S.,Falklands Conservation,null,388818,First Passage,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands,-51.6470221,-60.68042804,7.73089737,None
907,1173,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2004,2004,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Brodifacoum,NA,Poncet; S.,Falklands Conservation,null,389066,South West Horse,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (North West Island Group),-51.60433988,-59.14757843,0.028725217,None
36,49,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2009,2009,Successful,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Diphacinone,NA,Poncet; S.,Falklands Conservation,null,389067,North West Islands South Islet,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (North West Island Group),-51.59415575,-59.18863259,0.01601584,None
41,54,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2007,2007,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Brodifacoum,NA,Poncet; S.,Falklands Conservation,null,389067,North West Islands South Islet,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (North West Island Group),-51.59415575,-59.18863259,0.01601584,None
34,47,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2009,2009,Successful,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Brodifacoum,NA,Poncet; S.,Falklands Conservation,null,389068,Outer North West,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (North West Island Group),-51.58782479,-59.21201224,0.717623427,None
39,52,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2004,2004,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Brodifacoum,NA,Poncet; S.,Falklands Conservation,null,389068,Outer North West,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (North West Island Group),-51.58782479,-59.21201224,0.717623427,None
1005,1274,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2007,2007,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Brodifacoum,NA,Poncet; S.,Falklands Conservation,null,389068,Outer North West,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (North West Island Group),-51.58782479,-59.21201224,0.717623427,None
35,48,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2009,2009,Successful,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Diphacinone,NA,Poncet; S.,Falklands Conservation,null,389069,Inner North West,Atlantic Ocean - South,Falkland Islands (Malvinas),Falkland Islands (North West Island Group),-51.58629073,-59.18891226,0.366390245,None
