OBJECTID,Eradication ID,Common Name,Scientific Name,Type (Animal),Year of Introduction,Data Quality,Eradication Start Date,Eradication End Date,Status (Eradication),Type (Eradication),Primary Eradication Method,Secondary Eradication Method,Tertiary Eradication Method,Primary Baiting Method,Secondary Baiting Method,Primary Toxicant,Secondary Toxicant,Contact Name,Contact Organization,Organization_Website,Island Code,Island Name,Region,Country,Archipelago,Latitude,Longitude,Area (sq km),Human Population
642,831,Black Rat,Rattus rattus,Rodent,null,Good,1981,1981,Successful,Whole Island,Toxicant,NA,NA,Bait Station,NA,Pindone,NA,Burbidge; A.A.,Department of Conservation and Land Management; Aus,null,464131,Bedout,Indian Ocean - East,Australia,Western Australia,-19.58923625,119.0998719,0.301240884,None
1264,2003,Polynesian Rat,Rattus exulans,Rodent,null,Satisfactory,null,2002,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Bait Station,NA,Brodifacoum,NA,null,null,null,360507,Maninita,Pacific Ocean - South East,Tonga,Vava'u group (Otu Motu Lalo),-18.85736096,-173.9953591,0.056861979,None
1262,2001,Polynesian Rat,Rattus exulans,Rodent,null,Poor,null,2002,Unknown,Whole Island,Toxicant,NA,NA,Bait Station,NA,Brodifacoum,NA,null,null,null,354488,Taula,Pacific Ocean - South East,Tonga,Vava'u group (Otu Motu Lalo),-18.84753284,-174.0106991,0.068116151,None
1271,2011,Polynesian Rat,Rattus exulans,Rodent,null,Poor,2002,2002,To Be Confirmed,Whole Island,Toxicant,NA,NA,Bait Station,NA,Brodifacoum,NA,null,null,null,354489,Lua Loli,Pacific Ocean - South East,Tonga,Vava'u group,-18.83756259,-174.0100462,0.006888928,None
1861,2852,Polynesian Rat,Rattus exulans,Rodent,null,Satisfactory,2016,2016,To Be Confirmed,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Brodifacoum,NA,Griffiths; Richard,Island Conservation,null,360492,Fangasito,Pacific Ocean - South East,Tonga,Vava'u group (Otu Motu Lalo),-18.81904119,-174.0807198,0.087059414,None
1862,2853,Polynesian Rat,Rattus exulans,Rodent,null,Satisfactory,2016,2016,To Be Confirmed,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Brodifacoum,NA,Griffiths; Richard,Island Conservation,null,360587,Luahiapo,Pacific Ocean - South East,Tonga,Vava'u group (Otu Motu Lalo),-18.79933335,-174.0402551,0.021667486,None
241,304,House Mouse,Mus musculus,Rodent,1890,Good,2005,2005,Successful,Whole Island,Toxicant,Trapping,NA,Bait Station,NA,Bromadiolone,NA,Pascal; Michel,Equipe Gestion des Populations Invasives; INRA; Station SCRIBE; Campus de Beaulieu,null,334428,Surprise,Pacific Ocean - South West,New Caledonia,New Caledonia Islands,-18.4813456,163.0863698,0.230005118,None
242,305,Black Rat,Rattus rattus,Rodent,1890,Good,2005,2005,Successful,Whole Island,Toxicant,Trapping,NA,Bait Station,NA,Bromadiolone,NA,Pascal; Michel,Equipe Gestion des Populations Invasives; INRA; Station SCRIBE; Campus de Beaulieu,null,334428,Surprise,Pacific Ocean - South West,New Caledonia,New Caledonia Islands,-18.4813456,163.0863698,0.230005118,None
864,1121,Polynesian Rat,Rattus exulans,Rodent,null,Good,2008,2008,Successful,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Brodifacoum,NA,Seniloli; Elenoa,BirdLife International - Fiji Programme,null,336160,Mabualau,Pacific Ocean - South West,Fiji,Viti Levu Group,-17.97247327,178.7563624,0.051770687,None
1009,1278,Polynesian Rat,Rattus exulans,Rodent,null,Good,2006,2006,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Bait Station,Hand Broadcast,Brodifacoum,NA,null,null,null,335806,Viwa (Verata),Pacific Ocean - South West,Fiji,Tailevu Province,-17.94113218,178.6159459,0.746294377,101 - 1000
1110,1750,Black Rat,Rattus rattus,Rodent,null,Poor,null,2000,Successful,Whole Island,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Burbidge; A.A.,Department of Conservation and Land Management; Aus,null,333284,Sister,Pacific Ocean - South West,Australia,Queensland Islands,-17.74540556,146.1611724,0.084395545,None
1079,1711,Black Rat,Rattus rattus,Rodent,null,Poor,null,2000,Successful,Whole Island,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Burbidge; A.A.,Department of Conservation and Land Management; Aus,null,333101,Stephens,Pacific Ocean - South West,Australia,Queensland Islands,-17.73806421,146.1600742,0.176027852,None
2113,3131,Black Rat,Rattus rattus,Rodent,null,Good,2018,null,In Progress,Whole Island,Toxicant,Unknown,Unknown,Aerial Broadcast,Unknown,Unknown,Unknown,null,null,null,333118,Kent,Pacific Ocean - South West,Australia,Queensland Islands (North Barnard Islands),-17.67611872,146.1794345,0.154772445,Unknown
2111,3129,Black Rat,Rattus rattus,Rodent,null,Good,2018,null,In Progress,Whole Island,Toxicant,Unknown,Unknown,Aerial Broadcast,Unknown,Unknown,Unknown,null,null,null,333330,Hutchinson,Pacific Ocean - South West,Australia,Queensland Islands (North Barnard Islands),-17.67382201,146.1689955,0.074520959,None
2112,3130,Black Rat,Rattus rattus,Rodent,null,Good,2018,null,In Progress,Whole Island,Toxicant,Unknown,Unknown,Aerial Broadcast,Unknown,Unknown,Unknown,null,null,null,333331,Jessie,Pacific Ocean - South West,Australia,Queensland Islands (North Barnard Islands),-17.67296484,146.1737263,0.032517757,None
2110,3128,Black Rat,Rattus rattus,Rodent,null,Good,2018,null,In Progress,Whole Island,Toxicant,Unknown,Unknown,Aerial Broadcast,Unknown,Unknown,Unknown,null,null,null,333631,Bresnahan,Pacific Ocean - South West,Australia,Queensland Islands (North Barnard Islands),-17.66712584,146.1683861,0.013339466,None
2114,3132,Black Rat,Rattus rattus,Rodent,null,Good,2018,null,In Progress,Whole Island,Toxicant,Unknown,Unknown,Aerial Broadcast,Unknown,Unknown,Unknown,null,null,null,333429,Lindquist,Pacific Ocean - South West,Australia,Queensland Islands (North Barnard Islands),-17.65409647,146.158047,0.083761374,None
1013,1282,Polynesian Rat,Rattus exulans,Rodent,null,Good,2011,2011,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Unknown,Unknown,Cranwell; Steve,Birdlife Pacific,null,335844,Monuriki,Pacific Ocean - South West,Fiji,Mamanuca Group,-17.60955535,177.0341259,0.437684846,None
1012,1281,Polynesian Rat,Rattus exulans,Rodent,null,Satisfactory,2011,2011,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Unknown,Unknown,Cranwell; Steve,Birdlife Pacific,null,335852,Kadomo,Pacific Ocean - South West,Fiji,Mamanuca Group,-17.49261296,177.0524494,0.287969535,None
2101,3124,Black Rat,Rattus rattus,Rodent,null,Good,2018,null,In Progress,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Unknown,Unknown,null,null,null,333195,Russell,Pacific Ocean - South West,Australia,Queensland Islands (Frankland Islands),-17.22756978,146.0937474,0.158888111,Unknown
2104,3127,Black Rat,Rattus rattus,Rodent,null,Good,2018,null,In Progress,Whole Island,Toxicant,Unknown,Unknown,Aerial Broadcast,Unknown,Unknown,Unknown,null,null,null,333573,East Russell,Pacific Ocean - South West,Australia,Queensland Islands (Frankland Islands),-17.22284505,146.0938973,0.032390608,None
2100,3123,Black Rat,Rattus rattus,Rodent,null,Good,2018,null,In Progress,Whole Island,Toxicant,Unknown,Unknown,Aerial Broadcast,Unknown,Unknown,Unknown,null,null,null,453873,Round,Pacific Ocean - South West,Australia,Queensland Islands (Frankland Islands),-17.21710021,146.0893974,0.012734628,None
2103,3126,Black Rat,Rattus rattus,Rodent,null,Good,2018,null,In Progress,Whole Island,Toxicant,Unknown,Unknown,Aerial Broadcast,Unknown,Unknown,Unknown,null,null,null,333514,Mabel,Pacific Ocean - South West,Australia,Queensland Islands (Frankland Islands),-17.20991957,146.0787107,0.027490576,None
2102,3125,Black Rat,Rattus rattus,Rodent,null,Good,2018,null,In Progress,Whole Island,Toxicant,Unknown,Unknown,Aerial Broadcast,Unknown,Unknown,Unknown,null,null,null,333321,Normanby,Pacific Ocean - South West,Australia,Queensland Islands (Frankland Islands),-17.20597276,146.0762039,0.071906489,None
1088,1722,Black Rat,Rattus rattus,Rodent,null,Good,2009,2009,Failed,Whole Island,Toxicant,NA,NA,Bait Station,Hand Broadcast,Brodifacoum,NA,null,null,null,359790,Onetahi,Pacific Ocean - South East,French Polynesia,Society Islands,-17.0186367,-149.5912563,0.721688984,None
1261,2000,Polynesian Rat,Rattus exulans,Rodent,null,Good,2009,2009,Failed,Whole Island,Toxicant,NA,NA,Bait Station,Hand Broadcast,Brodifacoum,NA,null,null,null,359790,Onetahi,Pacific Ocean - South East,French Polynesia,Society Islands,-17.0186367,-149.5912563,0.721688984,None
1064,1692,Black Rat,Rattus rattus,Rodent,null,Good,2010,2010,Trial or Research only,Whole Island,Trapping,NA,NA,NA,NA,NA,NA,null,null,null,364628,Tetiaroa Atoll (Honuea),Pacific Ocean - South East,French Polynesia,Society Islands,-17.00926361,-149.5849878,0.274241157,None
1248,1985,Polynesian Rat,Rattus exulans,Rodent,null,Good,2010,2010,Trial or Research only,Whole Island,Trapping,NA,NA,NA,NA,NA,NA,null,null,null,364628,Tetiaroa Atoll (Honuea),Pacific Ocean - South East,French Polynesia,Society Islands,-17.00926361,-149.5849878,0.274241157,None
1350,2187,Black Rat,Rattus rattus,Rodent,null,Good,2011,2011,Successful,Whole Island,Toxicant,NA,NA,Hand Broadcast,Other,Brodifacoum,NA,Island Conservation,Island Conservation,www.islandconservation.org,359163,Toreauta (Tahanea Atoll),Pacific Ocean - South East,French Polynesia,Tuamotu Archipelago,-16.97742876,-144.7017545,0.072031264,None
1132,1804,Black Rat,Rattus rattus,Rodent,null,Satisfactory,1985,1991,Successful,Whole Island,Toxicant,NA,NA,Bait Station,NA,Bromadiolone,Brodifacoum,null,null,null,333981,SW Coringa Islet,Pacific Ocean - South West,Australia,Coringa-Herald Cays (Coringa Islets),-16.9683032,149.9086007,0.19656274,None
289,371,Black Rat,Rattus rattus,Rodent,null,Satisfactory,null,1986,Successful,Whole Island,Toxicant,NA,NA,Bait Station,NA,Pindone,NA,Burbidge; A.A.,Department of Conservation and Land Management; Aus,null,464199,Sandy,Indian Ocean - East,Australia,Lacepede Islands,-16.88118556,122.1695768,0.071598908,None
27,37,Black Rat,Rattus rattus,Rodent,null,Satisfactory,null,1986,Successful,Whole Island,Toxicant,NA,NA,Bait Station,NA,Pindone,NA,Burbidge; A.A.,Department of Conservation and Land Management; Aus,null,464040,Middle Lacepede,Indian Ocean - East,Australia,Lacepede Islands,-16.85551662,122.1367045,0.745973157,None
1067,1695,Black Rat,Rattus rattus,Rodent,null,Satisfactory,null,1986,Successful,Whole Island,Toxicant,NA,NA,Bait Station,NA,Pindone,NA,Burbidge; A.A.,Department of Conservation and Land Management; Aus,null,464022,West Lacepede,Indian Ocean - East,Australia,Western Australia (Kimberly coast),-16.85472573,122.110913,0.909650627,None
1263,2002,Polynesian Rat,Rattus exulans,Rodent,null,Good,null,2008,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,null,null,null,352108,Nukusemanu,Pacific Ocean - South East,Fiji,Ringgold Islands,-16.33427909,-179.4175874,0.021105215,None
1269,2009,Polynesian Rat,Rattus exulans,Rodent,null,Good,null,2008,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,null,null,null,352120,Nukupureti,Pacific Ocean - South East,Fiji,Ringgold Islands,-16.31018067,-179.2687275,0.040898636,None
1260,1999,Polynesian Rat,Rattus exulans,Rodent,null,Good,null,2008,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,null,null,null,352121,Nukubasaga,Pacific Ocean - South East,Fiji,Ringgold Islands,-16.30248731,-179.2521176,0.214993246,None
1251,1988,Polynesian Rat,Rattus exulans,Rodent,null,Good,null,2008,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,null,null,null,352122,Qelelevu (Naqelelevu),Pacific Ocean - South East,Fiji,Ringgold Islands (Qelelevu),-16.08989402,-179.1610064,1.459546946,Unknown
1265,2004,Polynesian Rat,Rattus exulans,Rodent,null,Good,null,2008,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,null,null,null,352123,Tuinibeka,Pacific Ocean - South East,Fiji,Ringgold Islands (Qelelevu),-16.08374066,-179.1675751,0.035034527,None
1259,1998,Polynesian Rat,Rattus exulans,Rodent,null,Good,null,2008,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,null,null,null,352124,Tauraria,Pacific Ocean - South East,Fiji,Ringgold Islands (Qelelevu),-16.08243771,-179.1804231,0.140319823,None
1270,2010,Polynesian Rat,Rattus exulans,Rodent,null,Good,null,2008,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,null,null,null,352125,Vetauua (Korotuna),Pacific Ocean - South East,Fiji,Ringgold Islands,-15.95239162,-179.4083837,0.416247149,None
1150,1843,Brown / Norway Rat,Rattus norvegicus,Rodent,null,Good,2005,2005,Successful,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Bromadiolone,NA,Dervaux; Antoine,Department of Conservation of Natural Heritage  French Southern and Antarctic Lands,null,15372,Tromelin,Indian Ocean - West,French Southern Territories,îles Éparses,-15.89166704,54.52304526,0.881645806,1-Oct
1232,1962,House Mouse,Mus musculus,Rodent,null,Satisfactory,2005,2005,Failed,Whole Island,Toxicant,NA,NA,Hand Broadcast,Bait Station,Brodifacoum,NA,Dervaux; Antoine,Department of Conservation of Natural Heritage  French Southern and Antarctic Lands,null,15372,Tromelin,Indian Ocean - West,French Southern Territories,îles Éparses,-15.89166704,54.52304526,0.881645806,1-Oct
309,401,Polynesian Rat,Rattus exulans,Rodent,null,Satisfactory,2005,2005,Failed,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Bromadiolone,NA,Burbidge; A.A.,Department of Conservation and Land Management; Aus,null,457957,Adele,Indian Ocean - East,Australia,Western Australia (Kimberly coast),-15.52384454,123.1574734,3.533866885,None
1360,2197,Polynesian Rat,Rattus exulans,Rodent,null,Good,2011,2011,Failed,Whole Island,Toxicant,NA,NA,Bait Station,Hand Broadcast,Brodifacoum,NA,null,null,null,457957,Adele,Indian Ocean - East,Australia,Western Australia (Kimberly coast),-15.52384454,123.1574734,3.533866885,None
1362,2201,Polynesian Rat,Rattus exulans,Rodent,null,Satisfactory,2013,2013,Failed,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,null,null,null,457957,Adele,Indian Ocean - East,Australia,Western Australia (Kimberly coast),-15.52384454,123.1574734,3.533866885,None
2088,3168,Polynesian Rat,Rattus exulans,Rodent,null,Satisfactory,2002,2002,Failed,Whole Island,Toxicant,NA,NA,Unknown,Unknown,Bromadiolone,NA,null,null,null,457957,Adele,Indian Ocean - East,Australia,Western Australia (Kimberly coast),-15.52384454,123.1574734,3.533866885,None
1322,2137,Black Rat,Rattus rattus,Rodent,null,Satisfactory,2008,2008,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Brodifacoum,NA,null,null,null,358802,Hiveu,Pacific Ocean - South East,French Polynesia,Tuamotu Archipelago (Rangiroa),-15.2079536,-147.79947,0.049752033,None
1475,2360,Black Rat,Rattus rattus,Rodent,null,Satisfactory,2007,2007,Successful (Reinvaded),Whole Island,Toxicant,Unknown,Unknown,Hand Broadcast,Unknown,Brodifacoum,Unknown,null,null,null,358802,Hiveu,Pacific Ocean - South East,French Polynesia,Tuamotu Archipelago (Rangiroa),-15.2079536,-147.79947,0.049752033,None
1323,2138,Black Rat,Rattus rattus,Rodent,null,Satisfactory,2008,2008,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Brodifacoum,NA,null,null,null,358798,Hiuveru,Pacific Ocean - South East,French Polynesia,Tuamotu Archipelago (Rangiroa),-15.20760904,-147.7964808,0.030148856,None
1244,1981,Black Rat,Rattus rattus,Rodent,null,Satisfactory,2008,2008,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Brodifacoum,NA,null,null,null,358805,Tiarao,Pacific Ocean - South East,French Polynesia,Tuamotu Archipelago (Rangiroa),-15.20575533,-147.8002877,0.041932766,None
1476,2361,Black Rat,Rattus rattus,Rodent,null,Satisfactory,2007,2007,Successful (Reinvaded),Whole Island,Toxicant,Unknown,Unknown,Hand Broadcast,Unknown,Unknown,Unknown,null,null,null,358805,Tiarao,Pacific Ocean - South East,French Polynesia,Tuamotu Archipelago (Rangiroa),-15.20575533,-147.8002877,0.041932766,None
137,166,Polynesian Rat,Rattus exulans,Rodent,null,Satisfactory,2005,2005,Successful,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Brodifacoum,NA,Ghestemme Thomas,SOP Manu,null,358833,Taere'ere,Pacific Ocean - South East,French Polynesia,Tuamotu Archipelago (Rangiroa),-15.1946095,-147.8403966,0.036568409,None
338,439,Polynesian Rat,Rattus exulans,Rodent,null,Satisfactory,1990,1992,Successful,Whole Island,Toxicant,Trapping,NA,Bait Station,NA,Brodifacoum,Bromethalin,Murphy; Jim,USDA,null,350646,Rose Atoll,Pacific Ocean - South East,American Samoa,Samoan Islands (American),-14.54684639,-168.1443273,0.058905843,None
1257,1996,Polynesian Rat,Rattus exulans,Rodent,null,Satisfactory,2009,2009,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,Hand Broadcast,Brodifacoum,NA,null,null,null,355636,Nu'ulua,Pacific Ocean - South East,Samoa,Samoan Islands (Western (Aleipata Islands)),-14.07295418,-171.4102425,0.250047219,None
1253,1991,Polynesian Rat,Rattus exulans,Rodent,null,Poor,2009,2009,Failed,Whole Island,Toxicant,NA,NA,Aerial Broadcast,Hand Broadcast,Brodifacoum,NA,null,null,null,355617,Nu'utele,Pacific Ocean - South East,Samoa,Samoan Islands (Western (Aleipata Islands)),-14.0633339,-171.4228217,1.081368148,None
860,3172,Polynesian Rat,Rattus exulans,Rodent,null,Satisfactory,2018,2018,To Be Confirmed,Whole Island,Toxicant,NA,Hunting ,Bait Station,NA,Unknown,Unknown,null,null,null,351944,Motu Kena,Pacific Ocean - South East,Cook Islands,Cook Islands (Suwarrow Atoll),-13.27803148,-163.1928336,0.016490997,None
1439,2318,Polynesian Rat,Rattus exulans,Rodent,null,Satisfactory,2013,2013,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Bait Station,NA,Unknown,NA,null,null,null,351944,Motu Kena,Pacific Ocean - South East,Cook Islands,Cook Islands (Suwarrow Atoll),-13.27803148,-163.1928336,0.016490997,None
1438,2317,Polynesian Rat,Rattus exulans,Rodent,null,Satisfactory,2013,2013,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Unknown,NA,Unknown,NA,null,null,null,110000234,Motu Kena Iti,Pacific Ocean - South East,Cook Islands,Cook Islands (Suwarrow Atoll),-13.27736257,-163.1940939,0.007173633,None
2017,3173,Polynesian Rat,Rattus exulans,Rodent,null,Satisfactory,2018,2018,To Be Confirmed,Whole Island,Toxicant,Unknown,Unknown,Bait Station,Unknown,Unknown,Unknown,null,null,null,110000234,Motu Kena Iti,Pacific Ocean - South East,Cook Islands,Cook Islands (Suwarrow Atoll),-13.27736257,-163.1940939,0.007173633,None
1300,2111,Polynesian Rat,Rattus exulans,Rodent,null,Satisfactory,2018,2018,To Be Confirmed,Whole Island,Toxicant,NA,NA,Unknown,NA,Unknown,NA,null,null,null,351945,Motu To'u,Pacific Ocean - South East,Cook Islands,Cook Islands (Suwarrow Atoll),-13.27300025,-163.1980955,0.241544823,None
1456,3174,Polynesian Rat,Rattus exulans,Rodent,null,Satisfactory,2013,2013,Failed,Whole Island,Toxicant,Unknown,Unknown,Bait Station,Unknown,Unknown,Unknown,null,null,null,351945,Motu To'u,Pacific Ocean - South East,Cook Islands,Cook Islands (Suwarrow Atoll),-13.27300025,-163.1980955,0.241544823,None
2099,3175,Polynesian Rat,Rattus exulans,Rodent,null,Satisfactory,2003,2003,Failed,Whole Island,Toxicant,NA,NA,Hand Broadcast,Bait Station,Brodifacoum,NA,null,null,null,351945,Motu To'u,Pacific Ocean - South East,Cook Islands,Cook Islands (Suwarrow Atoll),-13.27300025,-163.1980955,0.241544823,None
229,290,Polynesian Rat,Rattus exulans,Rodent,null,Good,2003,2003,Successful (Reinvaded),Whole Island,Toxicant,NA,NA,Hand Broadcast,Bait Station,Brodifacoum,NA,Wragg; Graham,Pacific Expeditions Ltd.,null,356333,Anchorage,Pacific Ocean - South East,Cook Islands,Cook Islands (Suwarrow Atoll),-13.24796221,-163.1043232,0.147475022,None
1436,2314,Polynesian Rat,Rattus exulans,Rodent,null,Satisfactory,2013,2013,Successful,Whole Island,Toxicant,NA,NA,Unknown,NA,Unknown,NA,null,null,null,356333,Anchorage,Pacific Ocean - South East,Cook Islands,Cook Islands (Suwarrow Atoll),-13.24796221,-163.1043232,0.147475022,None
1093,1730,Black Rat,Rattus rattus,Rodent,null,Good,2005,2006,Successful (Reinvaded),Whole Island,Toxicant,Trapping,NA,Hand Broadcast,NA,Brodifacoum,NA,Rocamora; Gérard,Island Conservation Society,http://www.islandconservationseychelles.com/,19411,Pengoua,Indian Ocean - West,Mayotte,Mayotte Islands (Ilots d'Hajangoua),-12.83902612,45.24637689,0.069503928,None
1818,2762,Black Rat,Rattus rattus,Rodent,null,Good,2009,2010,Successful,Whole Island,Toxicant,Trapping,NA,Hand Broadcast,NA,Brodifacoum,NA,Rocamora; Gérard,Island Conservation Society,http://www.islandconservationseychelles.com/,19411,Pengoua,Indian Ocean - West,Mayotte,Mayotte Islands (Ilots d'Hajangoua),-12.83902612,45.24637689,0.069503928,None
1097,1734,Black Rat,Rattus rattus,Rodent,null,Good,2005,2006,Successful (Reinvaded),Whole Island,Toxicant,Trapping,NA,Hand Broadcast,NA,Brodifacoum,NA,Rocamora; Gérard,Island Conservation Society,http://www.islandconservationseychelles.com/,19414,Kola Issa,Indian Ocean - West,Mayotte,Mayotte Islands (Ilots d'Hajangoua),-12.83799282,45.23493657,0.060630368,None
1816,2760,Black Rat,Rattus rattus,Rodent,null,Good,2008,2010,Successful,Whole Island,Toxicant,Trapping,NA,Hand Broadcast,NA,Brodifacoum,NA,Rocamora; Gérard,Island Conservation Society,http://www.islandconservationseychelles.com/,19414,Kola Issa,Indian Ocean - West,Mayotte,Mayotte Islands (Ilots d'Hajangoua),-12.83799282,45.23493657,0.060630368,None
1115,1759,Black Rat,Rattus rattus,Rodent,null,Good,2005,2006,Successful (Reinvaded),Whole Island,Trapping,NA,NA,NA,NA,NA,NA,Rocamora; Gérard,Island Conservation Society,http://www.islandconservationseychelles.com/,88888023,Pouhou,Indian Ocean - West,Mayotte,Mayotte Islands,-12.82765992,45.25331897,0.008669675,None
1817,2761,Black Rat,Rattus rattus,Rodent,null,Good,2009,2010,Successful,Whole Island,Trapping,NA,NA,NA,NA,NA,NA,Rocamora; Gérard,Island Conservation Society,http://www.islandconservationseychelles.com/,88888023,Pouhou,Indian Ocean - West,Mayotte,Mayotte Islands,-12.82765992,45.25331897,0.008669675,None
1133,1808,Black Rat,Rattus rattus,Rodent,null,Good,2009,2010,Successful,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Brodifacoum,NA,null,null,null,19419,Gombe Ndroumbe,Indian Ocean - West,Mayotte,Mayotte Islands,-12.74969561,45.26998557,0.012870086,None
1071,1699,Black Rat,Rattus rattus,Rodent,null,Satisfactory,null,1980,Successful,Whole Island,Toxicant,NA,NA,Unknown,NA,Unknown,NA,Burbidge; A.A.,Department of Conservation and Land Management; Aus,null,330931,West Islet,Indian Ocean - East,Australia,Ashmore Reef,-12.24242905,122.9665913,0.293587182,None
2087,3167,Black Rat,Rattus rattus,Rodent,1825,Good,2011,2011,Successful,Whole Island,Toxicant,NA,NA,Bait Station,Hand Broadcast,Brodifacoum,NA,null,null,null,334236,Direction,Indian Ocean - East,Cocos (Keeling) Islands,Cocos (Keeling) Islands,-12.08964244,96.88335174,0.297769967,None
1120,1776,Black Rat,Rattus rattus,Rodent,null,Satisfactory,2003,2003,Successful,Whole Island,Toxicant,NA,NA,Hand Broadcast,NA,Bromadiolone,NA,Dervaux; Antoine,Department of Conservation of Natural Heritage  French Southern and Antarctic Lands,null,15371,Ile du Lys,Indian Ocean - West,French Southern Territories,Glorioso,-11.51683495,47.3768806,0.206953955,None
2005,3018,Polynesian Rat,Rattus exulans,Rodent,null,Satisfactory,2019,null,Planned,Whole Island,Toxicant,NA,NA,Aerial Broadcast,Unknown,Unknown,Unknown,Cranwell; Steve,Birdlife Pacific,null,358309,Mohotani,Pacific Ocean - South East,French Polynesia,Marquesas,-9.984474252,-138.8271045,12.59390798,None
1630,2537,House Mouse,Mus musculus,Rodent,null,Poor,null,2013,To Be Confirmed,Whole Island,Toxicant,NA,NA,Bait Station,NA,Unknown,NA,null,null,null,110000224,Mer (Murray),Pacific Ocean - South West,Australia,Queensland Islands (Torres Strait),-9.916731427,144.0514009,4.908707207,101 - 1000
1633,2538,Black Rat,Rattus rattus,Rodent,null,Poor,null,2013,To Be Confirmed,Whole Island,Toxicant,NA,NA,Bait Station,NA,Unknown,NA,null,null,null,110000224,Mer (Murray),Pacific Ocean - South West,Australia,Queensland Islands (Torres Strait),-9.916731427,144.0514009,4.908707207,101 - 1000
1061,1689,Black Rat,Rattus rattus,Rodent,null,Good,2007,2007,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,Rocamora; Gérard,Island Conservation Society,http://www.islandconservationseychelles.com/,19650,Grande Ile (Wizard),Indian Ocean - West,Seychelles,Cosmoledo Atoll,-9.748939294,47.64727578,1.563342954,None
1344,2179,Black Rat,Rattus rattus,Rodent,null,Good,2007,2007,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,Rocamora; Gérard,Island Conservation Society,http://www.islandconservationseychelles.com/,110000700,Petit Polyte,Indian Ocean - West,Seychelles,Cosmoledo Atoll,-9.729486289,47.65696241,0.017666835,None
1077,1707,Black Rat,Rattus rattus,Rodent,null,Good,2007,2007,Successful,Whole Island,Toxicant,NA,NA,Aerial Broadcast,NA,Brodifacoum,NA,Rocamora; Gérard,Island Conservation Society,http://www.islandconservationseychelles.com/,88888026,Grande Polyte,Indian Ocean - West,Seychelles,Cosmoledo Atoll,-9.719122176,47.65649257,0.326097344,None
1258,1997,Polynesian Rat,Rattus exulans,Rodent,null,Satisfactory,2019,null,Planned,Whole Island,Toxicant,Unknown,Unknown,Aerial Broadcast,Unknown,Brodifacoum,Unknown,Cranwell; Steve,Birdlife Pacific,null,365135,Motu Oa,Pacific Ocean - South East,French Polynesia,Marquesas (Ua Pou group),-9.479683513,-140.0470206,0.367055362,None
2007,3020,Polynesian Rat,Rattus exulans,Rodent,null,Satisfactory,2019,null,Planned,Whole Island,Toxicant,Unknown,NA,Aerial Broadcast,Unknown,Unknown,Unknown,Cranwell; Steve,Birdlife Pacific,null,365136,Motu Takahe,Pacific Ocean - South East,French Polynesia,Marquesas (Ua Pou Group),-9.46637508,-140.0726063,0.062924567,None
2124,3148,Polynesian Rat,Rattus exulans,Rodent,null,Satisfactory,2019,null,Planned,Whole Island,Toxicant,NA,NA,Aerial Broadcast,Aerial Broadcast,Unknown,Unknown,null,null,null,364901,Fatu Huku,Pacific Ocean - South East,French Polynesia,Marquesas,-9.436772654,-138.9260018,0.568367677,None
